League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Portugal LigaPro,2023-04-28 14:00:00,30,UD Oliveirense,Estrela Amadora,2.8,3.2,2.35,1.05,8.0,1.33,3.2,1.94,1.71,1.41,2.7,1.75,2.0,1.45,1.25,1.42,1.43,1.79,1.7,1.35,3.05,2.01,9.0,2.01,1.12,1.26,1.43,1.98,2.27
Bulgaria First League,2023-04-28 14:00:00,28,Lokomotiv Plovdiv,Spartak Varna,1.26,4.6,8.25,1.05,8.0,1.29,3.3,1.69,1.89,1.4,2.83,2.21,1.63,1.08,1.21,2.84,2.0,0.31,1.63,1.04,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-04-28 14:30:00,6,U Craiova 1948,Chindia Târgovişte,1.97,3.15,3.6,1.1,6.5,1.4,2.8,2.17,1.5,1.5,2.4,1.95,1.78,1.2,1.28,1.78,1.67,1.0,1.69,1.45,3.14,1.59,8.0,2.9,1.35,1.67,2.13,2.9,4.1
Austria Bundesliga,2023-04-28 14:30:00,5,Rheindorf Altach,Wolfsberger AC,2.77,3.52,2.43,0.0,0.0,0.0,0.0,1.74,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.54,0.99,1.16,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,ADO Den Haag,Helmond Sport,1.67,4.04,4.8,1.02,17.0,1.2,4.33,1.65,2.1,1.28,3.4,1.65,2.2,1.2,1.18,2.2,1.29,0.82,1.74,1.11,2.85,2.2,6.0,2.2,1.72,2.25,3.1,2.29,3.04
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,Den Bosch,Telstar,3.21,3.81,2.12,1.03,13.0,1.22,4.0,1.72,2.0,1.31,3.2,1.63,2.2,1.75,1.22,1.35,1.35,1.24,1.4,1.18,2.58,2.5,8.9,1.72,1.29,1.61,1.98,2.46,3.42
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,Eindhoven,Utrecht II,1.51,4.4,5.6,1.02,17.0,1.18,4.33,1.6,2.2,1.3,3.2,1.73,2.0,1.15,1.22,2.5,1.82,0.47,1.24,1.22,2.46,1.5,9.5,3.18,1.21,1.42,1.79,2.21,2.88
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,Heracles,PSV II,1.27,5.35,8.55,1.02,21.0,1.14,5.5,1.57,2.4,1.24,3.7,1.8,1.95,1.02,1.09,3.6,2.47,1.06,1.77,1.2,2.97,2.15,6.5,2.15,1.2,1.48,1.87,2.5,2.79
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,MVV,AZ II,2.11,3.63,3.33,1.02,17.0,1.15,4.75,1.57,2.35,1.25,3.4,1.48,2.5,1.38,1.3,1.67,2.29,0.82,1.36,1.33,2.69,1.96,8.8,2.13,1.25,1.54,1.88,2.32,3.2
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,PEC Zwolle,Dordrecht,1.12,11.01,14.67,1.01,30.0,1.08,8.0,1.3,3.25,1.17,4.65,2.01,1.75,1.0,1.04,5.0,2.41,0.71,2.14,1.09,3.23,2.2,6.0,2.2,1.87,2.6,2.89,4.1,3.64
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,Oss,Almere City,4.84,4.09,1.67,1.02,19.0,1.17,5.0,1.6,2.2,1.25,3.65,1.57,2.35,2.2,1.18,1.2,1.06,1.88,1.31,1.38,2.69,3.2,9.3,1.5,1.32,1.66,2.07,2.35,3.64
Netherlands Eerste Divisie,2023-04-28 15:00:00,35,VVV,Ajax II,1.95,3.75,3.23,1.02,21.0,1.1,5.35,1.43,2.5,1.25,3.6,1.45,2.6,1.35,1.29,1.73,1.29,1.0,1.48,1.63,3.11,1.79,9.3,2.38,1.18,1.32,1.65,2.0,2.55
Hungary NB I,2023-04-28 15:00:00,29,Kecskeméti TE,Paksi SE,2.05,3.5,3.2,0.0,0.0,0.0,0.0,1.53,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.36,1.3,1.19,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2023-04-28 15:15:00,33,Domžale,Gorica,1.62,3.55,4.7,1.05,12.0,1.27,3.45,1.8,1.81,1.35,2.9,1.74,2.04,1.32,1.3,1.75,1.25,0.69,1.59,1.27,2.86,1.59,9.0,2.74,0.0,1.54,1.9,2.36,3.2
Slovakia Super Liga,2023-04-28 15:30:00,7,Slovan Bratislava,Spartak Trnava,1.67,3.6,4.3,1.03,13.0,1.25,3.75,1.69,1.86,1.34,3.0,1.78,1.95,1.18,1.2,2.2,2.5,1.43,2.19,1.7,3.89,3.52,6.5,1.57,1.72,2.25,3.1,2.38,3.2
Uruguay Primera División,2023-04-28 15:30:00,13,Boston River,Liverpool FC Montevideo,2.8,3.1,2.3,1.08,7.0,1.4,2.75,2.16,1.52,1.44,2.62,1.91,1.8,1.5,1.3,1.44,1.0,0.67,0.96,1.03,1.99,2.12,8.6,1.93,1.24,1.5,1.81,2.21,3.08
Poland Ekstraklasa,2023-04-28 15:30:00,30,Raków Częstochowa,Lechia Gdańsk,1.22,5.3,13.0,1.01,9.3,1.2,4.2,1.93,1.77,1.31,3.2,2.2,1.62,1.02,1.09,3.4,2.86,0.71,1.9,1.46,3.36,1.09,17.0,9.1,1.19,1.33,1.56,1.99,2.55
Germany Bundesliga,2023-04-28 15:30:00,30,Bochum,Borussia Dortmund,5.0,4.48,1.69,1.01,23.0,1.15,5.5,1.5,2.55,1.25,3.75,1.57,2.25,2.5,1.17,1.16,1.36,1.53,1.61,1.86,3.47,2.8,8.0,1.57,1.18,1.34,1.61,2.0,2.5
Italy Serie A,2023-04-28 15:45:00,32,Spezia,Monza,2.55,3.0,2.48,1.07,9.5,1.35,3.25,2.13,1.63,1.44,2.63,1.8,1.95,1.49,1.36,1.51,1.06,1.27,1.41,1.25,2.66,1.93,8.9,2.19,1.26,1.5,1.88,2.42,3.2
Republic of Ireland Premier Division,2023-04-28 15:45:00,12,Derry City,St Patrick's Athl.,1.7,3.5,4.6,1.07,7.5,1.3,3.3,1.95,1.7,1.42,2.65,1.9,1.85,1.12,1.22,1.95,1.0,1.4,2.01,1.49,3.5,1.26,10.0,4.84,1.28,1.47,1.85,2.37,3.2
Republic of Ireland Premier Division,2023-04-28 15:45:00,12,Dundalk,Drogheda United,1.9,3.35,3.85,1.07,7.5,1.33,3.1,1.95,1.7,1.41,2.65,1.87,1.82,1.22,1.3,1.9,1.33,1.5,1.38,1.19,2.57,1.85,8.5,2.27,1.15,1.29,1.51,1.9,2.37
Republic of Ireland Premier Division,2023-04-28 15:45:00,12,Shelbourne,Cork City,1.95,3.15,4.0,1.1,6.5,1.48,2.48,2.2,1.55,1.47,2.5,2.1,1.67,1.2,1.33,1.83,1.5,0.4,1.06,1.22,2.28,1.51,8.0,3.09,1.35,1.67,2.13,2.9,4.1
Republic of Ireland Premier Division,2023-04-28 15:45:00,12,UCD,Bohemians,7.0,4.0,1.45,1.06,8.0,1.3,3.3,1.72,1.93,1.31,3.2,2.05,1.68,2.45,1.18,1.09,0.8,2.5,1.04,1.12,2.16,4.44,9.5,1.3,1.26,1.5,1.95,2.39,3.2
Belgium Pro League,2023-04-28 15:45:00,1,KAA Gent,KVC Westerlo,1.43,4.15,5.3,1.03,13.0,1.18,4.33,1.54,2.3,1.29,3.25,1.68,2.13,1.16,1.21,2.37,1.82,1.35,1.79,1.28,3.07,1.3,10.0,4.0,1.17,1.33,1.58,2.03,2.62
Bolivia LFPB,2023-04-28 16:00:00,11,Universitario de Vinto,Independiente Petrolero,1.82,3.72,4.2,1.06,10.5,1.29,3.3,1.87,1.87,1.36,3.0,1.8,1.91,1.18,1.28,2.0,1.25,0.6,1.6,0.89,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2023-04-28 16:00:00,33,Strasbourg,Olympique Lyonnais,2.7,3.15,2.27,1.05,12.0,1.32,3.4,1.85,1.85,1.4,2.75,1.75,2.0,1.6,1.28,1.39,1.13,1.5,1.46,1.57,3.03,2.3,7.0,1.84,1.52,1.93,2.5,3.4,4.4
Spain Segunda División,2023-04-28 16:00:00,38,Racing Santander,UD Ibiza,1.82,3.1,4.25,1.09,7.0,1.5,2.37,2.42,1.43,1.52,2.35,2.3,1.53,1.15,1.29,2.1,1.33,0.56,1.48,1.18,2.66,1.41,8.5,3.5,1.31,1.59,2.02,2.65,3.64
England Championship,2023-04-28 16:00:00,45,Blackpool,Millwall,3.1,3.2,2.02,1.07,8.0,1.33,3.1,2.01,1.71,1.43,2.6,1.81,1.95,1.67,1.33,1.29,1.09,1.18,1.31,1.44,2.75,2.21,9.0,1.91,1.26,1.51,1.88,2.42,3.2
Spain La Liga,2023-04-28 16:00:00,32,CA Osasuna,Real Sociedad,3.64,3.3,2.28,1.09,8.0,1.45,2.8,2.25,1.57,1.49,2.4,1.98,1.72,1.71,1.33,1.27,1.67,1.69,1.77,1.53,3.3,2.45,7.5,1.73,1.44,1.77,2.25,2.95,4.0
Republic of Ireland Premier Division,2023-04-28 16:00:00,12,Shamrock Rovers,Sligo Rovers,1.45,4.2,6.5,1.04,11.0,1.25,3.75,1.72,1.93,1.32,3.1,1.8,1.88,1.19,1.23,2.15,1.2,1.4,2.24,1.5,3.74,1.26,10.0,4.64,1.17,1.35,1.61,2.07,2.7
Chile Primera B,2023-04-28 16:00:00,10,Recoleta,Deportes Santa Cruz,2.54,3.0,2.78,1.06,8.05,1.41,2.68,2.21,1.59,1.52,2.4,1.95,1.75,1.38,1.32,1.44,1.0,1.75,1.79,1.25,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2023-04-28 16:15:00,30,Rio Ave FC,FC Arouca,2.78,2.92,2.85,1.1,7.0,1.49,2.55,2.45,1.5,1.54,2.35,2.1,1.72,1.36,1.33,1.63,1.64,1.36,1.29,1.18,2.47,1.64,8.5,2.76,1.19,1.39,1.7,2.13,2.75
Peru Primera División,2023-04-28 17:30:00,14,Sporting Cristal,César Vallejo,1.47,4.0,6.5,1.02,11.0,1.25,3.5,1.82,1.82,1.33,3.0,2.0,1.73,1.1,1.18,2.25,2.33,1.33,1.38,1.27,2.65,1.18,13.0,5.7,1.15,1.31,1.52,1.87,2.34
Argentina Primera División,2023-04-28 19:00:00,14,Newell's Old Boys,Argentinos Juniors,2.95,3.1,2.55,1.09,7.5,1.5,2.45,2.55,1.5,1.52,2.4,2.05,1.73,1.5,1.35,1.4,2.17,0.71,1.09,1.61,2.7,2.1,7.5,1.95,1.48,1.87,2.5,3.5,5.1
Argentina Primera División,2023-04-28 19:00:00,14,Huracán,Arsenal de Sarandí,1.61,3.92,5.6,1.07,10.0,1.36,3.2,2.05,1.67,1.4,2.75,2.05,1.73,1.12,1.25,2.3,1.33,0.57,1.32,1.11,2.43,1.37,9.0,3.82,1.27,1.5,1.93,2.45,3.4
Mexico Liga MX,2023-04-28 19:00:00,17,Puebla,Tijuana,2.64,3.58,2.66,1.0,15.0,1.2,4.1,1.68,2.05,1.35,3.39,1.58,2.25,1.5,1.29,1.46,1.33,0.81,1.57,1.29,2.86,1.93,9.3,2.14,1.17,1.33,1.61,2.04,2.62
Paraguay Division Profesional,2023-04-28 19:00:00,15,Cerro Porteño,Guaireña,1.37,4.4,7.0,0.0,0.0,0.0,0.0,1.57,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.0,1.41,1.24,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-04-28 19:00:00,12,Unión La Calera,Colo-Colo,3.1,3.25,2.15,1.05,10.0,1.3,3.4,1.88,1.76,1.39,2.8,1.75,2.05,1.68,1.25,1.35,1.6,1.4,1.82,1.31,3.13,6.9,9.0,1.23,1.48,1.87,2.55,2.46,3.28
Brazil Serie B,2023-04-28 19:00:00,3,Criciúma,Avaí,1.83,3.25,4.4,1.1,6.25,1.5,2.45,2.45,1.45,1.55,2.3,2.25,1.57,1.22,1.33,1.8,3.0,0.0,1.44,1.15,2.59,1.38,6.75,3.4,1.15,1.26,1.6,2.0,2.7
Brazil Serie B,2023-04-28 19:00:00,3,Vitória,Londrina,1.9,3.25,4.1,1.1,6.5,1.49,2.46,2.45,1.45,1.53,2.3,2.1,1.63,1.36,1.34,1.55,3.0,0.0,1.71,1.19,2.9,1.35,6.5,3.65,1.28,1.53,1.8,2.3,3.2
Ecuador Primera Categoría Serie A,2023-04-28 19:30:00,8,SD Aucas,Guayaquil City FC,1.4,4.3,6.25,1.03,11.0,1.2,4.33,1.54,2.09,1.28,3.3,1.66,2.05,1.16,1.23,2.25,2.25,0.0,1.45,0.69,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela Primera División,2023-04-28 19:40:00,12,Metropolitanos,Mineros de Guayana,1.67,3.74,4.9,1.04,11.5,1.27,3.38,1.95,1.85,1.43,2.7,1.8,1.9,1.2,1.28,1.95,2.0,0.6,1.43,1.19,2.62,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Colombia Categoria Primera B,2023-04-28 20:00:00,15,Deportes Quindío,Tigres,1.8,3.15,4.4,1.07,7.0,1.4,2.45,2.34,1.49,1.5,2.4,2.1,1.57,1.16,1.28,1.9,2.29,1.0,1.69,1.25,2.94,1.46,8.4,3.18,1.48,1.93,2.45,0.0,0.0
Uruguay Primera División,2023-04-28 20:00:00,13,Peñarol,Fénix,1.45,3.8,6.75,1.07,7.5,1.36,3.0,2.03,1.57,1.4,2.75,2.3,1.57,1.06,1.22,2.7,2.71,0.5,1.63,0.7,2.33,1.33,9.0,3.74,1.3,1.56,2.0,2.62,3.4
Chile Segunda División,2023-04-28 20:00:00,8,Deportes Valdivia,Deportes Rengo,1.85,3.3,4.0,1.05,10.5,1.36,2.78,1.97,1.77,1.46,2.53,1.9,1.77,1.22,1.28,1.78,1.33,0.5,1.15,1.25,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-28 21:00:00,12,Gimnasia Jujuy,Club Atlético Mitre,2.25,2.95,3.25,1.1,7.1,1.53,2.37,2.5,1.41,1.58,2.2,2.15,1.6,1.32,1.35,1.6,1.5,1.0,1.2,1.54,2.74,1.69,8.1,2.64,1.88,2.17,2.89,4.1,0.0
Bolivia LFPB,2023-04-28 21:00:00,11,Blooming,The Strongest,4.1,3.5,1.75,1.04,12.5,1.22,3.95,1.53,2.24,1.33,3.25,1.62,2.2,1.61,1.29,1.37,1.0,2.5,1.86,1.49,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
