League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Liga MX,2023-04-29 22:05:00,17,Guadalajara,Mazatlán,1.38,4.55,6.85,1.02,17.0,1.2,4.25,1.62,2.15,1.33,3.25,1.88,1.82,1.08,1.18,2.85,1.71,0.71,1.82,1.1,2.92,1.28,11.5,4.54,1.41,1.7,2.16,2.85,4.0
USA MLS,2023-04-29 22:30:00,0,Real Salt Lake,Seattle Sounders,2.5,3.4,2.75,1.04,10.5,1.24,3.7,1.85,1.93,1.39,3.13,1.65,2.1,1.49,1.3,1.4,1.4,1.4,1.87,1.24,3.11,2.06,7.0,2.06,1.22,1.4,1.71,2.1,3.0
Colombia Categoria Primera A,2023-04-29 22:30:00,17,Independiente Medellín,Atlético Nacional,2.8,3.0,2.63,1.07,9.0,1.36,3.1,2.3,1.6,1.44,2.6,1.85,1.9,1.29,1.36,1.7,1.57,1.71,1.57,1.42,2.99,2.15,7.1,2.03,1.36,1.66,2.05,2.65,3.6
USA USL Championship,2023-04-29 23:00:00,0,Oakland Roots,Miami FC,2.1,3.5,2.96,0.0,0.0,0.0,0.0,1.78,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.67,1.58,1.07,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-04-29 23:00:00,0,Monterey Bay,Rio Grande Valley,2.15,3.5,2.86,1.01,9.7,1.24,3.48,1.65,2.11,1.35,2.94,1.64,2.07,1.4,1.27,1.51,1.4,1.33,1.39,0.95,2.34,0.0,0.0,0.0,1.29,1.51,1.9,2.45,0.0
USA USL Championship,2023-04-29 23:00:00,0,San Diego Loyal,El Paso Locomotive,1.75,3.6,4.2,1.0,11.0,1.22,4.0,1.75,2.0,1.32,3.1,1.64,2.07,1.23,1.24,1.86,2.4,2.33,1.41,1.36,2.77,0.0,0.0,0.0,0.0,1.61,2.07,2.77,0.0
USA USL Championship,2023-04-29 23:30:00,0,Phoenix Rising,Loudoun United,1.65,3.8,4.33,1.01,14.25,1.22,4.0,1.7,2.03,1.28,3.34,1.64,2.2,1.24,1.24,1.81,1.67,1.0,1.24,1.66,2.9,0.0,0.0,0.0,0.0,1.38,1.78,2.12,2.85
USA MLS,2023-04-29 23:30:00,0,Vancouver Whitecaps,Colorado Rapids,1.8,3.75,4.33,1.03,13.0,1.25,3.75,1.78,2.0,1.36,3.1,1.77,2.0,1.22,1.22,2.0,1.6,1.0,2.02,1.27,3.29,1.41,6.5,3.4,1.22,1.44,1.85,2.19,2.98
Mexico Liga MX,2023-04-30 00:05:00,17,Cruz Azul,Santos Laguna,2.0,3.4,3.4,1.04,12.0,1.22,3.8,1.67,2.1,1.32,3.1,1.6,2.2,1.3,1.25,1.75,1.84,0.94,1.55,1.55,3.1,1.8,7.8,2.46,1.15,1.31,1.52,1.85,2.34
South Korea K League 2,2023-04-30 01:30:00,10,Sangju Sangmu,Gimpo Citizen,2.2,3.24,3.2,1.07,7.0,1.38,2.8,2.1,1.65,1.48,2.5,1.83,1.93,1.3,1.33,1.62,1.5,2.6,2.14,1.62,3.76,1.31,7.0,3.8,1.3,1.54,2.0,2.41,3.5
South Korea K League 1,2023-04-30 02:00:00,10,Daejeon Citizen,Jeju United,2.3,3.45,2.8,1.05,8.0,1.33,3.1,1.8,1.96,1.46,2.55,1.8,1.91,1.44,1.28,1.35,2.0,2.17,1.47,1.35,2.82,2.1,7.5,2.0,1.5,1.85,2.29,3.1,4.5
Japan J2 League,2023-04-30 02:00:00,12,Zweigen Kanazawa,Fujieda MYFC,2.8,3.55,2.3,1.04,10.0,1.22,4.0,1.67,2.14,1.41,2.7,1.55,2.3,1.47,1.25,1.36,1.67,1.67,1.42,1.37,2.79,2.3,5.75,1.83,1.27,1.47,1.82,2.35,3.2
South Korea K League 1,2023-04-30 03:00:00,10,Pohang Steelers,Incheon United,1.85,3.3,4.1,1.03,8.0,1.36,3.0,2.12,1.68,1.45,2.6,1.9,1.83,1.22,1.3,1.93,1.83,1.2,1.64,1.35,2.99,1.51,5.75,3.0,1.39,1.74,2.16,2.93,4.2
South Korea K League 2,2023-04-30 04:00:00,10,Seoul E-Land,Seongnam,2.7,3.1,2.55,1.08,8.25,1.42,2.7,2.32,1.57,1.51,2.4,1.95,1.8,1.36,1.28,1.42,0.6,1.0,1.11,1.37,2.48,2.01,6.8,2.11,1.37,1.68,2.17,2.93,0.0
South Korea K League 1,2023-04-30 04:30:00,10,Suwon Bluewings,Daegu,2.28,3.25,2.95,1.08,7.0,1.38,2.9,2.07,1.72,1.47,2.45,1.87,1.87,1.47,1.34,1.42,0.2,1.0,1.59,1.32,2.91,1.6,5.75,2.75,1.39,1.73,2.14,2.93,4.15
China Chinese Super League,2023-04-30 04:30:00,4,Hangzhou,Chengdu Better City FC,2.5,3.2,2.5,1.05,11.0,1.29,3.5,1.9,1.9,1.4,2.75,1.7,2.05,1.48,1.32,1.48,0.0,1.67,1.28,1.08,2.36,2.1,8.5,2.0,1.31,1.68,2.0,2.69,3.64
China Chinese Super League,2023-04-30 04:30:00,4,Changchun Yatai,Tianjin Teda,2.29,3.3,2.77,1.04,12.0,1.25,3.74,1.73,1.92,1.36,3.0,1.67,2.1,1.41,1.31,1.57,2.0,2.0,1.36,1.15,2.51,1.96,8.3,2.16,1.47,1.98,2.28,3.14,4.5
China Chinese Super League,2023-04-30 06:30:00,4,Shenzhen,Henan Jianye,3.6,3.3,1.92,1.05,11.0,1.25,3.74,1.73,1.92,1.36,3.0,1.7,2.05,1.78,1.31,1.28,1.33,0.5,0.94,0.57,1.51,2.25,8.0,1.8,1.48,1.88,2.45,2.85,4.9
South Korea K League 1,2023-04-30 07:00:00,10,Ulsan,Gwangju,1.61,3.7,4.9,1.01,9.9,1.24,3.55,1.73,1.92,1.36,3.0,1.78,1.95,1.12,1.18,2.1,2.6,1.2,1.43,1.23,2.66,1.45,8.5,3.32,1.51,1.88,2.52,3.42,5.0
Portugal LigaPro,2023-04-30 07:00:00,30,Belenenses,Sporting Covilhã,2.16,3.2,3.1,1.05,8.0,1.33,3.0,2.1,1.68,1.44,2.6,1.74,1.98,1.4,1.35,1.55,0.47,0.8,1.45,1.4,2.85,1.58,6.0,2.7,1.13,1.28,1.58,1.9,2.36
Portugal LigaPro,2023-04-30 07:00:00,30,Leixões,CD Mafra,2.55,3.1,2.63,1.05,8.0,1.3,3.2,2.0,1.76,1.41,2.7,1.73,2.0,1.36,1.25,1.55,1.27,1.27,1.51,1.42,2.93,1.8,6.0,2.3,1.12,1.25,1.53,1.85,2.25
Poland Ekstraklasa,2023-04-30 07:30:00,30,Śląsk Wrocław,Radomiak Radom,2.85,3.1,2.6,1.06,7.0,1.33,3.0,2.2,1.63,1.47,2.45,2.0,1.78,1.37,1.37,1.42,1.2,1.47,1.49,1.61,3.1,1.91,8.0,2.1,1.19,1.4,1.7,2.13,2.85
Italy Serie A,2023-04-30 07:30:00,32,Inter Milan,Lazio,1.77,3.55,4.15,1.06,8.75,1.33,3.1,1.84,1.83,1.44,2.63,1.95,1.8,1.2,1.28,1.98,2.12,1.94,1.81,1.29,3.1,1.45,9.7,3.42,1.28,1.67,2.09,2.47,3.34
France Ligue 1,2023-04-30 08:00:00,33,Monaco,Montpellier,1.47,4.7,6.25,1.02,11.0,1.18,4.5,1.62,2.3,1.29,3.5,1.7,2.05,1.15,1.18,2.6,1.71,1.25,1.57,1.24,2.81,1.49,9.4,3.22,1.31,1.68,2.07,2.52,3.56
England Championship,2023-04-30 08:00:00,45,Cardiff City,Huddersfield Town,2.0,3.3,3.8,1.07,9.0,1.4,3.0,2.08,1.76,1.44,2.63,1.83,1.83,1.26,1.28,1.85,1.09,0.87,1.55,1.05,2.6,1.64,8.0,2.67,1.21,1.4,1.71,2.2,3.0
Germany 2. Bundesliga,2023-04-30 08:30:00,30,Fortuna Düsseldorf,Karlsruher SC,1.86,3.55,3.4,1.03,16.0,1.17,4.3,1.59,2.07,1.3,3.34,1.57,2.31,1.3,1.27,1.83,2.2,1.0,1.81,1.59,3.4,1.71,6.0,2.35,1.21,1.43,1.88,2.13,2.93
Germany 2. Bundesliga,2023-04-30 08:30:00,30,Holstein Kiel,Darmstadt 98,2.64,3.35,2.3,1.02,12.0,1.18,4.5,1.66,1.97,1.3,3.4,1.57,2.25,1.67,1.27,1.38,1.27,1.93,1.92,1.57,3.49,2.6,5.75,1.6,1.2,1.38,1.67,2.12,2.85
Germany 2. Bundesliga,2023-04-30 08:30:00,30,Sandhausen,Jahn Regensburg,2.55,3.3,2.4,1.04,9.5,1.28,3.5,1.73,1.88,1.4,2.75,1.73,2.0,1.57,1.3,1.4,1.07,0.6,1.3,1.36,2.66,2.0,5.25,2.0,1.27,1.5,1.93,2.45,3.4
China Chinese Super League,2023-04-30 08:35:00,4,Shanghai SIPG,Shanghai Shenhua,2.23,3.3,2.86,1.05,11.75,1.29,3.65,1.82,1.82,1.4,2.75,1.75,2.0,1.28,1.31,1.78,2.0,2.0,1.62,1.32,2.94,1.25,7.5,4.4,1.32,1.61,1.99,2.53,3.4
China Chinese Super League,2023-04-30 08:35:00,4,Shijiazhuang Ever Bright,Nantong Zhiyun,2.29,3.3,2.77,1.05,11.0,1.29,3.5,1.87,1.77,1.4,2.75,1.75,2.0,1.41,1.31,1.57,0.5,0.67,1.23,0.92,2.15,2.0,7.5,2.05,1.7,2.25,3.1,4.4,6.6
Portugal LigaPro,2023-04-30 08:45:00,30,Porto II,CD Nacional,1.71,3.55,4.3,1.01,9.8,1.25,3.4,1.81,1.95,1.37,2.9,1.75,2.0,1.13,1.22,2.15,1.4,1.0,1.74,1.31,3.05,1.19,7.25,5.25,1.1,1.22,1.5,1.74,1.95
Spain Segunda División,2023-04-30 09:00:00,38,FC Andorra,Mirandés,1.75,3.4,5.1,1.05,7.5,1.5,2.4,2.28,1.6,1.49,2.45,2.1,1.68,1.12,1.25,2.0,1.58,0.95,1.71,1.15,2.86,1.42,9.5,3.62,1.33,1.62,2.08,2.72,3.74
Spain La Liga,2023-04-30 09:00:00,32,Cádiz,Valencia CF,3.2,3.15,2.12,1.08,8.5,1.42,2.9,2.14,1.58,1.5,2.5,1.93,1.77,1.58,1.34,1.34,1.24,0.56,1.36,1.37,2.73,2.12,7.0,1.95,1.4,1.72,2.18,2.85,3.85
Denmark 1st Division,2023-04-30 09:00:00,5,Vendsyssel,Næstved,2.18,3.3,3.2,1.03,12.5,1.23,4.2,1.8,2.0,1.33,3.0,1.62,2.2,1.29,1.29,1.85,1.42,1.38,1.9,1.38,3.28,1.55,6.0,2.85,1.23,1.43,2.38,2.13,2.8
Denmark Superliga,2023-04-30 09:00:00,5,Viborg,Randers,1.92,3.55,4.0,1.02,9.1,1.28,3.26,1.95,1.85,1.4,2.75,1.8,1.95,1.27,1.29,1.88,1.86,1.36,1.68,1.41,3.09,1.42,6.5,3.3,1.23,1.44,1.78,2.35,3.25
Denmark Superliga,2023-04-30 09:00:00,5,AaB,Lyngby,1.95,3.85,3.6,1.05,9.0,1.25,3.6,1.79,2.02,1.36,3.0,1.75,2.0,1.28,1.24,1.87,0.85,0.64,1.37,1.5,2.87,1.62,6.0,2.65,1.2,1.4,1.68,2.2,3.0
Switzerland Super League,2023-04-30 09:15:00,31,Zürich,Sion,1.65,3.85,4.8,1.01,10.0,1.23,3.64,1.78,1.98,1.35,3.05,1.77,2.0,1.18,1.25,2.17,1.25,1.31,1.47,1.39,2.86,1.3,10.0,4.42,1.17,1.31,1.58,1.93,2.36
Bulgaria First League,2023-04-30 09:15:00,28,Beroe,OFK Pirin,1.88,3.3,3.85,1.07,7.0,1.4,2.7,2.32,1.57,1.5,2.4,2.0,1.73,1.22,1.33,1.8,1.21,0.5,1.33,1.17,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2023-04-30 10:00:00,32,Sassuolo,Empoli,1.84,3.5,3.8,1.03,10.0,1.22,4.0,1.83,1.84,1.33,3.25,1.7,2.05,1.22,1.28,2.15,1.6,0.81,1.52,1.19,2.71,1.49,9.8,3.18,1.18,1.39,1.76,2.19,2.49
England Premier League,2023-04-30 10:00:00,34,AFC Bournemouth,Leeds United,2.66,3.3,2.42,1.06,11.0,1.31,3.6,1.87,1.8,1.41,2.93,1.7,2.1,1.47,1.31,1.4,1.19,0.56,1.29,1.38,2.67,2.08,7.5,1.98,1.26,1.58,1.97,2.5,3.4
England Premier League,2023-04-30 10:00:00,34,Fulham,Manchester City,10.2,5.8,1.22,1.01,13.0,1.17,4.75,1.54,2.27,1.25,3.6,1.92,1.89,3.19,1.14,1.03,1.56,2.0,1.63,1.88,3.51,4.35,10.0,1.3,1.23,1.44,1.76,2.18,2.8
England Premier League,2023-04-30 10:00:00,34,Manchester United,Aston Villa,1.63,3.8,4.65,1.03,16.0,1.22,4.6,1.72,1.97,1.3,3.2,1.6,2.15,1.21,1.24,2.0,2.4,1.38,1.83,1.29,3.12,1.52,8.5,3.0,1.21,1.4,1.68,2.1,2.7
England Premier League,2023-04-30 10:00:00,34,Newcastle United,Southampton,1.31,4.8,8.55,1.02,12.0,1.22,4.0,1.78,1.89,1.29,3.25,2.18,1.65,1.09,1.19,3.14,2.13,0.88,1.98,1.18,3.16,1.27,10.5,4.8,1.25,1.46,1.79,2.23,2.9
Finland Veikkausliiga,2023-04-30 10:00:00,5,Mariehamn,KuPS,3.7,3.6,1.93,1.05,9.0,1.3,3.4,1.95,1.85,1.37,2.8,1.72,1.98,1.8,1.28,1.27,0.5,1.0,1.35,1.93,3.28,2.26,9.0,1.87,1.18,1.35,1.61,2.03,2.65
Sweden Allsvenskan,2023-04-30 10:00:00,5,Malmö FF,Hammarby,1.7,3.8,5.0,1.02,10.0,1.22,3.8,1.81,2.0,1.33,3.0,1.76,2.03,1.18,1.25,2.2,3.0,0.0,2.02,1.11,3.13,1.55,10.0,2.97,1.14,1.29,1.55,1.93,2.47
Sweden Allsvenskan,2023-04-30 10:00:00,5,Varberg,Kalmar,4.25,3.4,1.9,1.07,9.5,1.4,3.0,2.33,1.61,1.47,2.7,2.0,1.8,1.85,1.32,1.25,1.0,1.5,0.87,0.92,1.79,2.59,9.9,1.69,1.13,1.27,1.52,1.88,2.39
Italy Serie A,2023-04-30 10:00:00,32,Cremonese,Hellas Verona,2.57,3.2,2.57,1.07,7.5,1.4,2.97,2.18,1.59,1.44,2.63,1.95,1.8,1.59,1.36,1.41,0.6,0.4,1.5,1.24,2.74,2.12,8.5,2.01,1.37,1.69,2.14,2.84,4.0
Uruguay Primera División,2023-04-30 10:00:00,13,River Plate,Defensor Sporting,2.85,3.25,2.35,1.05,8.5,1.33,3.0,2.06,1.72,1.44,2.63,1.8,1.91,1.48,1.3,1.41,2.4,2.0,1.75,1.05,2.8,2.1,8.0,1.91,1.25,1.46,1.8,2.32,3.15
Denmark 1st Division,2023-04-30 10:00:00,5,Vejle,FC Helsingør,1.42,4.6,6.5,1.01,14.5,1.21,4.35,1.71,2.15,1.3,3.4,1.83,1.83,1.09,1.16,2.8,2.04,1.58,1.86,1.63,3.49,1.33,6.5,4.15,1.42,1.72,1.95,2.9,4.1
Portugal LigaPro,2023-04-30 10:00:00,30,FC Penafiel,Benfica II,1.7,3.65,4.25,1.04,8.5,1.25,3.75,1.76,2.0,1.35,2.95,1.72,2.05,1.18,1.22,1.87,1.14,0.79,1.59,1.43,3.02,1.5,9.7,2.98,1.15,1.31,1.61,1.98,2.42
Czech Republic First League,2023-04-30 10:00:00,30,Bohemians 1905,Jablonec,1.95,3.65,3.5,1.05,9.25,1.27,3.4,1.68,2.1,1.37,2.85,1.66,2.05,1.4,1.31,1.55,1.36,1.0,1.82,1.44,3.26,1.43,6.25,3.15,1.18,1.33,1.64,2.0,2.47
Italy Serie A,2023-04-30 10:00:00,32,Napoli,Salernitana,1.18,6.25,12.2,1.01,12.0,1.18,4.5,1.49,2.4,1.3,3.4,2.25,1.57,1.03,1.12,3.8,2.33,0.87,2.05,1.17,3.22,1.12,14.5,8.2,1.22,1.43,1.76,2.22,2.91
Czech Republic First League,2023-04-30 10:00:00,30,Mladá Boleslav,Zlín,1.65,4.0,4.6,1.03,12.0,1.2,4.1,1.58,2.32,1.28,3.3,1.7,2.0,1.17,1.23,2.25,1.36,0.43,1.55,1.15,2.7,1.19,7.5,5.0,1.15,1.24,1.46,1.8,2.2
Poland Ekstraklasa,2023-04-30 10:00:00,30,Stal Mielec,Korona Kielce,2.2,3.25,3.3,1.05,8.5,1.33,3.1,1.98,1.79,1.42,2.62,1.8,1.91,1.35,1.3,1.7,1.29,0.79,1.54,1.53,3.07,1.91,8.0,2.1,1.17,1.3,1.54,1.9,2.47
Czech Republic First League,2023-04-30 10:00:00,30,Slavia Praha,Hradec Králové,1.13,8.0,14.0,1.02,14.5,1.16,4.6,1.47,2.37,1.23,3.75,2.15,1.62,1.06,1.13,3.6,3.0,1.43,2.23,1.45,3.68,1.01,13.0,10.75,1.14,1.23,1.44,1.78,2.19
France Ligue 1,2023-04-30 10:00:00,33,Clermont,Reims,3.3,3.5,2.15,1.05,12.0,1.3,3.6,1.97,1.83,1.4,2.75,1.8,1.95,1.6,1.28,1.38,1.31,1.31,1.3,1.43,2.73,2.26,8.6,1.89,1.36,1.72,2.1,2.92,4.04
France Ligue 1,2023-04-30 10:00:00,33,Rennes,Angers SCO,1.29,5.5,10.5,1.03,13.0,1.24,4.2,1.71,2.14,1.33,3.25,2.2,1.62,1.06,1.15,3.4,2.25,0.33,1.75,1.19,2.94,1.27,11.0,4.8,1.28,1.6,1.96,2.43,3.34
France Ligue 1,2023-04-30 10:00:00,33,Troyes,Nice,4.6,3.95,1.71,1.05,12.0,1.3,3.6,1.85,1.95,1.4,2.75,1.91,1.91,2.14,1.29,1.21,0.8,1.5,1.45,1.37,2.82,2.88,9.0,1.59,1.33,1.7,2.13,2.46,3.74
Slovenia PrvaLiga,2023-04-30 10:00:00,33,Tabor Sežana,Radomlje,2.07,3.15,3.1,1.06,9.85,1.33,3.07,2.02,1.73,1.45,2.6,1.8,1.9,1.35,1.22,1.52,0.63,1.0,1.56,1.35,2.91,1.74,5.75,2.3,0.0,1.52,1.85,2.3,0.0
Croatia Prva HNL,2023-04-30 10:00:00,32,Varaždin,Osijek,2.7,3.1,2.5,1.06,10.0,1.33,3.07,2.15,1.67,1.45,2.64,1.8,1.91,1.48,1.32,1.42,1.33,0.93,1.61,1.39,3.0,1.86,5.25,2.2,1.39,1.67,2.1,2.75,3.9
Czech Republic First League,2023-04-30 10:00:00,30,Slovácko,Zbrojovka Brno,1.53,4.1,5.25,1.05,10.0,1.26,3.5,1.77,2.0,1.34,2.95,1.78,1.9,1.18,1.25,2.1,1.71,1.07,1.68,1.48,3.16,1.2,7.5,5.25,1.14,1.25,1.52,1.82,2.21
Czech Republic First League,2023-04-30 10:00:00,30,Slovan Liberec,Sparta Praha,6.25,4.5,1.45,1.03,12.0,1.19,4.2,1.56,2.18,1.29,3.3,1.6,2.15,2.05,1.25,1.21,1.43,2.21,1.72,1.7,3.42,5.25,7.5,1.19,1.18,1.34,1.65,2.01,2.65
Czech Republic First League,2023-04-30 10:00:00,30,Viktoria Plzeň,Teplice,1.2,6.25,11.0,1.03,12.5,1.2,4.1,1.59,2.13,1.27,3.4,2.15,1.65,1.05,1.13,3.9,2.21,0.71,1.9,1.25,3.15,1.02,11.0,9.75,1.12,1.24,1.37,1.69,2.05
Czech Republic First League,2023-04-30 10:00:00,30,Sigma Olomouc,Baník Ostrava,2.05,3.6,3.2,1.06,8.5,1.3,3.2,1.64,2.2,1.41,2.7,1.73,1.98,1.46,1.32,1.47,1.43,0.93,1.81,1.58,3.39,1.54,6.25,2.8,1.09,1.22,1.42,1.75,2.12
Czech Republic First League,2023-04-30 10:00:00,30,České Budějovice,Pardubice,1.95,3.65,3.45,1.05,9.5,1.26,3.5,1.68,2.12,1.35,2.95,1.72,1.98,1.23,1.28,1.9,1.21,0.57,1.4,1.38,2.78,1.32,6.75,3.7,1.09,1.22,1.43,1.79,2.19
Germany Bundesliga,2023-04-30 10:30:00,30,Bayern München,Hertha BSC,1.09,8.95,15.4,1.0,36.0,1.07,8.5,1.24,3.55,1.17,5.0,2.0,1.75,1.02,1.05,5.5,2.29,0.36,2.57,1.35,3.92,1.1,15.75,8.9,1.19,1.36,1.73,2.16,2.43
Hungary NB I,2023-04-30 10:30:00,29,Debrecen,Videoton,2.07,3.65,3.15,0.0,0.0,0.0,0.0,1.73,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.43,0.72,0.95,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2023-04-30 11:00:00,5,København,Brøndby,1.62,4.1,5.1,1.03,12.5,1.23,4.15,1.75,2.08,1.33,3.25,1.8,1.95,1.15,1.22,2.3,2.23,1.0,2.11,1.54,3.65,1.36,7.0,3.55,1.23,1.44,2.0,2.35,3.25
Spain Segunda División,2023-04-30 11:15:00,38,Real Oviedo,SD Ponferradina,1.84,3.2,4.8,1.1,5.7,1.6,2.28,2.64,1.37,1.61,2.15,2.35,1.55,1.18,1.3,1.75,1.44,0.83,1.2,1.13,2.33,1.45,9.5,3.42,1.28,1.53,1.92,2.49,3.34
Spain La Liga,2023-04-30 11:15:00,32,Villarreal,Celta de Vigo,1.87,3.55,3.55,1.04,13.0,1.28,3.75,1.79,1.84,1.36,2.87,1.73,1.95,1.23,1.27,1.93,1.93,1.07,1.93,1.4,3.33,1.56,8.0,2.9,1.3,1.58,1.97,2.5,3.3
Italy Serie B,2023-04-30 11:15:00,35,Cagliari,Ternana,1.75,3.4,5.0,1.03,8.5,1.3,3.2,2.05,1.73,1.4,2.7,1.85,1.85,1.12,1.3,2.0,1.94,0.82,1.74,1.45,3.19,1.46,10.0,3.24,1.2,1.38,1.67,2.12,2.85
Italy Serie B,2023-04-30 11:15:00,35,SPAL,Perugia,2.45,3.0,3.05,1.07,7.0,1.38,2.8,2.23,1.62,1.49,2.71,1.85,1.85,1.35,1.36,1.6,1.06,0.82,1.55,1.45,3.0,1.92,8.9,2.17,1.25,1.47,1.83,2.38,3.25
