League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Bulgaria First League,2023-05-04 12:00:00,29,Hebar 1918,CSKA Sofia,9.0,4.6,1.29,1.04,10.0,1.25,3.75,1.75,2.0,1.35,3.05,2.11,1.69,2.95,1.15,1.03,0.43,2.43,1.0,1.45,2.45,9.2,14.25,1.09,1.48,1.87,2.44,3.28,0.0
Tunisia Ligue 1,2023-05-04 12:00:00,5,Ben Guerdane,Monastir,2.8,2.7,2.7,1.12,5.5,1.65,2.11,2.96,1.28,1.66,2.1,2.45,1.47,1.38,1.44,1.42,1.89,1.83,1.26,1.09,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2023-05-04 12:30:00,34,Bravo,Tabor Sežana,1.85,3.3,3.9,1.05,11.25,1.29,3.3,1.83,1.9,1.4,2.75,1.78,1.95,1.24,1.27,1.82,1.44,0.75,1.8,1.58,3.38,1.39,6.0,3.4,1.35,1.67,2.13,2.9,4.1
Egypt Egyptian Premier League,2023-05-04 13:00:00,27,Haras El Hodood,El Geish,3.6,2.75,2.1,1.09,5.8,1.57,2.3,2.75,1.42,1.61,2.23,2.27,1.56,1.51,1.34,1.23,0.91,0.5,1.07,1.2,2.27,2.4,6.7,1.87,1.42,1.72,2.2,2.9,0.0
Egypt Egyptian Premier League,2023-05-04 13:00:00,27,Al Mokawloon,National Bank of Egypt,2.39,2.6,3.5,1.12,5.1,1.53,2.38,2.85,1.37,1.62,2.15,2.25,1.57,1.21,1.42,1.65,1.58,0.31,1.58,1.19,2.77,1.74,8.8,2.4,1.27,1.5,1.9,2.5,3.5
Sweden Allsvenskan,2023-05-04 14:00:00,6,Varberg,Malmö FF,6.5,4.6,1.4,1.03,13.0,1.25,4.0,1.68,2.2,1.29,3.3,1.83,1.85,2.6,1.19,1.13,1.0,3.0,1.02,1.65,2.67,5.1,9.5,1.22,1.16,1.29,1.5,1.93,2.43
Sweden Allsvenskan,2023-05-04 14:00:00,6,Värnamo,Brommapojkarna,1.83,3.6,4.0,1.05,12.0,1.3,3.6,1.92,1.88,1.37,2.85,1.77,1.93,1.23,1.28,1.9,1.5,1.0,1.47,1.28,2.75,1.56,8.0,2.9,1.11,1.24,1.43,1.74,2.2
Sweden Allsvenskan,2023-05-04 14:00:00,6,Norrköping,Hammarby,2.63,3.4,2.5,1.04,13.0,1.28,3.75,1.65,2.25,1.31,3.1,1.58,2.2,1.52,1.29,1.44,2.0,0.0,1.32,1.2,2.52,2.28,7.5,1.85,1.1,1.29,1.43,1.74,2.2
Sweden Allsvenskan,2023-05-04 14:00:00,6,IFK Göteborg,Degerfors,1.95,3.5,3.6,1.05,11.0,1.3,3.6,1.83,2.0,1.35,2.9,1.68,2.0,1.28,1.29,1.77,0.33,0.0,1.13,1.11,2.24,1.55,8.0,2.9,1.12,1.21,1.4,1.67,2.1
Spain La Liga,2023-05-04 14:30:00,33,Girona FC,RCD Mallorca,1.92,3.43,4.18,1.09,7.0,1.44,2.6,2.26,1.57,1.5,2.37,2.05,1.68,1.27,1.33,1.71,1.88,0.94,1.75,1.08,2.83,1.68,7.5,2.55,1.44,1.79,2.25,3.0,4.1
Spain La Liga,2023-05-04 14:30:00,33,Sevilla FC,RCD Espanyol,1.76,3.67,4.83,1.06,8.5,1.34,3.0,2.05,1.69,1.44,2.73,1.88,1.8,1.24,1.29,1.85,1.38,0.88,1.92,1.11,3.03,1.57,8.0,2.88,1.37,1.67,2.08,2.7,3.65
Bulgaria First League,2023-05-04 14:30:00,29,Levski Sofia,Septemvri Sofia,1.18,5.5,12.0,1.02,14.0,1.19,3.95,1.68,2.1,1.33,3.23,2.35,1.47,1.04,1.09,2.97,2.14,0.79,2.16,1.25,3.41,0.0,0.0,0.0,0.0,0.0,1.45,1.8,2.27
Slovenia PrvaLiga,2023-05-04 15:15:00,34,Koper,Domžale,1.8,3.4,3.8,1.01,12.75,1.24,3.7,1.83,1.9,1.38,2.85,1.72,2.0,1.26,1.29,1.85,1.5,1.56,1.71,1.41,3.12,1.54,5.75,2.9,1.31,1.51,1.9,2.45,3.3
Egypt Egyptian Premier League,2023-05-04 15:30:00,27,Coca-Cola,Pharco,1.7,3.2,5.0,1.1,7.0,1.51,2.45,2.5,1.5,1.54,2.25,2.3,1.55,1.15,1.32,2.1,1.75,1.0,1.42,1.17,2.59,1.41,9.2,3.6,1.34,1.63,2.09,2.75,3.86
England Championship,2023-05-04 15:45:00,44,Huddersfield Town,Sheffield United,2.4,3.4,2.8,1.06,8.75,1.31,3.2,2.0,1.83,1.4,2.7,1.75,1.93,1.42,1.31,1.52,1.29,1.76,1.24,1.37,2.61,2.1,8.0,1.91,1.23,1.42,1.73,2.22,2.95
Italy Serie A,2023-05-04 15:45:00,33,Empoli,Bologna,2.8,3.33,2.54,1.08,9.1,1.38,3.05,2.09,1.66,1.44,2.63,1.91,1.91,1.58,1.35,1.37,1.27,1.13,1.57,1.32,2.89,2.17,7.5,1.92,1.38,1.71,2.16,2.8,3.85
Italy Serie A,2023-05-04 15:45:00,33,Udinese,Napoli,4.85,4.18,1.65,1.01,10.0,1.27,3.62,1.61,2.18,1.38,3.04,1.76,2.01,1.92,1.25,1.26,1.53,2.69,1.85,1.76,3.61,2.5,7.5,1.68,1.29,1.54,1.91,2.43,3.2
England Premier League,2023-05-04 16:00:00,28,Brighton & Hove Albion,Manchester United,2.0,3.6,3.5,0.0,0.0,0.0,0.0,1.57,2.25,1.29,3.5,1.53,2.38,0.0,0.0,0.0,1.8,1.5,2.07,1.57,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2023-05-04 17:00:00,33,Athletic Club Bilbao,Real Betis,1.68,3.85,5.15,1.05,8.5,1.3,3.3,1.91,1.8,1.38,2.8,1.95,1.86,1.17,1.25,2.25,1.5,1.31,1.97,1.32,3.29,1.45,8.5,3.35,1.3,1.55,1.93,2.45,3.2
Spain La Liga,2023-05-04 17:00:00,33,Rayo Vallecano,Real Valladolid,1.72,3.65,5.15,1.06,9.0,1.31,3.2,1.93,1.78,1.41,2.85,1.9,1.91,1.21,1.3,2.17,1.63,0.69,1.82,1.17,2.99,1.49,8.0,3.2,1.38,1.68,2.12,2.7,3.7
Brazil Serie C,2023-05-04 18:00:00,1,CSA,Confiança,1.65,3.3,5.0,1.06,7.5,1.4,2.75,2.3,1.55,1.5,2.45,2.2,1.6,1.13,1.25,2.1,0.0,0.0,0.0,0.0,0.0,1.36,9.3,3.64,1.44,1.6,2.03,2.71,0.0
Brazil Serie C,2023-05-04 19:00:00,1,Botafogo PB,Operário PR,2.4,2.88,2.9,0.0,0.0,1.49,2.45,2.29,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Segunda División,2023-05-04 20:00:00,9,Trasandino,Deportes Valdivia,2.0,3.3,3.5,1.06,7.5,1.38,2.71,2.2,1.6,1.46,2.53,1.91,1.85,1.27,1.3,1.66,2.0,1.75,1.92,1.28,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-05-04 20:05:00,14,Millonarios,Envigado,1.36,4.5,9.2,1.06,10.5,1.33,3.0,2.05,1.71,1.41,2.8,2.48,1.5,1.09,1.22,3.1,2.67,0.86,1.65,1.44,3.09,1.51,8.0,3.09,1.37,1.77,2.21,3.0,0.0
