League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2023-04-25 13:00:00,23,National Bank of Egypt,Al Masry,2.6,3.05,2.75,0.0,0.0,0.0,0.0,2.4,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.33,1.37,1.3,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-04-25 13:00:00,27,Ismaily SC,Zamalek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.46,1.27,1.66,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-25 13:00:00,2,Mladost Novi Sad,Kolubara,1.76,3.3,3.85,1.04,7.7,1.36,2.79,2.13,1.51,1.44,2.63,2.5,1.5,1.03,1.17,3.1,0.6,0.67,1.32,1.17,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-04-25 14:00:00,3,FC Helsingør,Næstved,2.55,3.4,2.7,1.05,9.0,1.25,3.75,1.75,2.05,1.36,3.0,1.57,2.25,1.25,1.29,1.83,1.52,1.44,1.73,1.38,3.11,1.63,9.0,2.71,1.28,1.6,2.05,2.45,3.42
Spain La Liga,2023-04-25 14:30:00,31,Girona FC,Real Madrid,4.65,4.45,1.57,1.03,16.0,1.21,4.45,1.63,2.14,1.3,3.4,1.75,2.0,2.35,1.21,1.15,1.8,2.07,1.78,1.99,3.77,3.25,9.6,1.48,1.26,1.5,1.88,2.42,3.2
Spain La Liga,2023-04-25 14:30:00,31,Cádiz,CA Osasuna,2.25,3.15,3.2,1.08,7.0,1.45,2.65,2.35,1.53,1.53,2.38,2.1,1.67,1.25,1.35,1.78,1.2,1.07,1.33,1.29,2.62,1.65,7.5,2.65,1.48,1.84,2.35,3.15,4.8
Czech Republic First League,2023-04-25 14:30:00,29,Baník Ostrava,Slavia Praha,4.9,4.0,1.5,1.03,18.5,1.18,4.95,1.55,2.38,1.27,3.5,1.62,2.15,2.3,1.23,1.17,1.36,1.43,1.84,1.77,3.61,3.2,10.5,1.46,0.0,1.2,1.35,1.72,2.06
Egypt Egyptian Premier League,2023-04-25 15:00:00,27,Al Ahly,Ceramica Cleopatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.09,1.7,1.61,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-04-25 15:30:00,30,Grasshopper,Young Boys,5.4,4.5,1.49,1.03,18.5,1.18,4.88,1.55,2.29,1.27,3.45,1.58,2.25,2.05,1.25,1.23,1.64,1.57,1.46,1.86,3.32,1.72,7.5,2.66,1.29,1.51,1.85,2.38,3.2
England Premier League,2023-04-25 15:30:00,33,Wolverhampton Wanderers,Crystal Palace,2.11,3.2,3.4,1.09,8.0,1.47,2.79,2.17,1.69,1.5,2.5,2.0,1.75,1.31,1.33,1.63,1.44,1.0,1.44,1.28,2.72,1.82,8.6,2.38,1.41,1.75,2.24,2.98,4.25
Egypt Egyptian Premier League,2023-04-25 15:30:00,22,Coca-Cola,El Daklyeh FC,1.63,3.78,5.6,0.0,8.25,1.36,2.95,2.17,1.69,1.5,2.48,2.2,1.62,1.03,1.25,2.3,1.91,0.92,1.34,1.24,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England National League,2023-04-25 15:45:00,43,Wealdstone,Solihull Moors,2.7,3.25,2.38,1.03,14.0,1.23,3.8,1.8,2.0,1.35,3.0,1.62,2.15,1.5,1.25,1.48,1.5,1.09,1.45,1.38,2.83,2.15,8.7,1.86,1.21,1.41,1.71,2.17,2.91
England National League,2023-04-25 15:45:00,41,Woking,Halifax Town,1.73,3.5,3.9,1.02,10.0,1.22,3.8,1.85,1.95,1.35,2.95,1.73,2.06,1.16,1.22,1.9,1.82,0.86,1.73,1.17,2.9,1.36,9.5,3.58,1.27,1.52,1.87,2.32,3.15
England National League,2023-04-25 15:45:00,38,Boreham Wood,Gateshead,1.8,3.3,3.85,1.07,7.5,1.33,3.1,2.05,1.75,1.44,2.6,1.95,1.83,1.15,1.25,2.0,1.52,1.23,1.6,1.5,3.1,1.5,9.1,2.93,1.25,1.51,1.84,2.27,3.1
England Premier League,2023-04-25 15:45:00,33,Aston Villa,Fulham,1.74,3.7,4.25,1.04,13.0,1.28,3.9,1.88,2.0,1.36,3.0,1.75,2.0,1.22,1.26,1.98,1.81,1.33,1.52,1.31,2.83,1.57,9.2,2.92,1.28,1.54,1.93,2.53,3.34
England EFL League Two,2023-04-25 15:45:00,38,Newport County,Harrogate Town,1.92,3.3,3.4,1.06,8.0,1.29,3.3,2.0,1.78,1.44,2.63,1.83,1.83,1.27,1.27,1.78,1.14,0.86,1.48,1.14,2.62,1.43,6.75,3.25,1.27,1.5,1.81,2.22,3.05
England EFL League Two,2023-04-25 15:45:00,26,Swindon Town,Stevenage,3.3,3.4,1.92,1.06,9.5,1.36,3.1,1.92,1.86,1.42,2.65,1.85,1.9,1.5,1.28,1.47,1.43,1.24,1.5,1.59,3.09,2.03,7.6,2.13,1.21,1.41,1.75,2.19,2.93
England EFL League Two,2023-04-25 15:45:00,36,Mansfield Town,Leyton Orient,1.84,3.3,3.65,1.08,8.5,1.42,2.9,2.02,1.79,1.47,2.5,1.9,1.83,1.4,1.3,1.52,1.67,1.71,1.61,1.26,2.87,1.82,7.4,2.45,1.37,1.69,2.17,2.88,4.0
England EFL League One,2023-04-25 15:45:00,39,Plymouth Argyle,Bristol Rovers,1.4,4.4,5.6,1.05,11.0,1.25,3.74,1.8,2.0,1.36,3.0,1.91,1.91,1.11,1.22,2.45,2.62,1.35,1.69,1.26,2.95,2.94,6.5,1.72,1.17,1.3,1.59,1.98,2.41
England EFL League One,2023-04-25 15:45:00,39,Bolton Wanderers,Accrington Stanley,1.47,3.95,5.4,1.05,11.0,1.25,3.74,1.84,1.96,1.36,3.0,1.95,1.8,1.11,1.22,2.45,2.1,0.71,1.45,1.27,2.72,2.15,6.25,2.15,1.5,1.59,2.03,2.54,3.4
England EFL League One,2023-04-25 15:45:00,38,Oxford United,Cheltenham Town,1.63,3.6,4.45,1.06,9.5,1.3,3.4,1.95,1.85,1.4,2.75,1.91,1.91,1.19,1.25,1.95,0.95,0.9,1.79,1.07,2.86,2.5,6.5,1.92,1.35,1.49,1.77,2.2,3.0
England EFL League One,2023-04-25 15:45:00,38,Barnsley,Ipswich Town,3.25,3.3,2.25,1.06,10.0,1.3,3.4,1.95,1.75,1.4,2.75,1.8,1.95,1.62,1.33,1.33,2.33,1.9,1.59,1.92,3.51,1.41,7.5,4.26,1.35,1.65,2.15,3.0,3.42
England EFL League One,2023-04-25 15:45:00,28,Lincoln City,Burton Albion,2.05,3.3,3.75,1.05,10.0,1.33,3.25,2.1,1.67,1.39,2.75,1.8,1.95,1.33,1.25,1.7,1.52,0.9,1.16,1.33,2.49,1.88,7.5,2.3,1.18,1.27,1.5,2.0,2.45
England EFL League Two,2023-04-25 15:45:00,8,Grimsby Town,Crewe Alexandra,1.9,3.25,3.5,1.07,8.0,1.35,2.95,1.98,1.8,1.44,2.63,2.0,1.73,1.26,1.32,1.95,1.19,0.86,1.57,0.93,2.5,1.51,8.5,3.16,1.24,1.45,1.83,2.35,3.2
England Championship,2023-04-25 16:00:00,38,Blackburn Rovers,Burnley,3.35,3.35,2.06,1.07,7.5,1.37,3.1,2.15,1.7,1.46,2.5,1.85,1.85,1.62,1.34,1.32,2.0,1.95,1.36,1.41,2.77,2.56,7.9,1.77,1.19,1.4,1.75,2.16,2.85
England Premier League,2023-04-25 16:00:00,33,Leeds United,Leicester City,1.93,3.6,3.5,1.04,14.0,1.25,4.15,1.75,2.08,1.33,3.25,1.62,2.2,1.33,1.27,1.7,1.25,0.81,1.63,1.27,2.9,1.58,9.3,2.88,1.27,1.52,1.91,2.47,3.28
Spain La Liga,2023-04-25 17:00:00,31,Real Betis,Real Sociedad,2.86,3.25,2.34,1.08,9.15,1.41,2.94,2.16,1.62,1.5,2.5,1.95,1.8,1.63,1.34,1.34,1.8,1.73,1.5,1.55,3.05,2.2,7.5,1.88,1.41,1.73,2.2,2.88,3.95
Colombia Categoria Primera B,2023-04-25 18:00:00,14,Universitario Popayán,Barranquilla,1.9,3.3,4.0,1.05,7.75,1.42,2.75,2.3,1.57,1.5,2.4,2.05,1.72,1.18,1.28,1.83,1.5,1.0,1.27,1.05,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-04-25 18:00:00,16,Atlético Bucaramanga,Alianza Petrolera,2.22,3.32,3.3,1.07,9.0,1.38,3.0,2.18,1.68,1.46,2.5,1.85,1.9,1.53,1.3,1.42,0.86,0.83,1.48,1.06,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-25 19:30:00,13,Tigre,Huracán,2.44,3.07,3.04,1.08,8.5,1.38,2.8,2.2,1.58,1.5,2.5,1.95,1.8,1.4,1.3,1.55,1.4,0.83,1.74,1.15,2.89,1.95,7.5,2.1,1.33,1.62,2.08,2.76,3.74
Colombia Categoria Primera A,2023-04-25 20:10:00,16,Deportivo Pasto,La Equidad,2.15,3.0,3.1,1.07,7.5,1.37,2.85,2.05,1.61,1.46,2.5,1.87,1.8,1.32,1.34,1.62,1.57,0.57,1.4,1.04,2.44,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
