League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Sweden Allsvenskan,2023-04-24 14:00:00,4,Värnamo,AIK,3.5,3.35,2.01,1.05,8.0,1.33,3.0,1.93,1.95,1.45,2.88,1.86,1.9,1.83,1.26,1.28,1.5,0.0,1.4,1.35,2.75,2.9,8.0,1.56,1.13,1.21,1.45,1.77,2.28
Sweden Allsvenskan,2023-04-24 14:00:00,4,Brommapojkarna,Mjällby,3.1,3.45,2.15,1.05,9.0,1.29,3.5,1.81,2.0,1.4,2.75,1.7,2.05,1.65,1.3,1.33,1.5,1.5,1.24,1.19,2.43,2.7,7.5,1.63,1.13,1.26,1.55,1.92,2.5
Sweden Allsvenskan,2023-04-24 14:10:00,4,Malmö FF,Norrköping,1.61,3.9,4.95,1.02,14.0,1.21,4.3,1.8,2.01,1.33,3.25,1.8,1.95,1.15,1.23,2.45,3.0,1.5,1.99,1.89,3.88,1.28,9.0,4.4,1.12,1.24,1.45,1.77,2.28
Romania Liga I,2023-04-24 14:30:00,5,Voluntari,Petrolul 52,1.8,3.1,4.25,1.11,6.0,1.54,2.33,2.41,1.5,1.53,2.38,2.2,1.62,1.18,1.28,1.8,1.22,1.12,1.26,1.26,2.52,1.68,7.0,2.75,1.36,1.68,2.12,2.79,4.1
Netherlands Eerste Divisie,2023-04-24 15:00:00,34,PSV II,MVV,1.94,3.77,3.35,1.01,22.0,1.13,5.75,1.45,2.55,1.25,3.75,1.57,2.3,1.3,1.22,1.82,1.35,1.0,1.42,1.17,2.59,1.58,6.0,2.7,1.35,1.65,2.01,2.6,3.5
Netherlands Eerste Divisie,2023-04-24 15:00:00,34,Utrecht II,Ajax II,2.5,3.53,2.46,1.02,15.0,1.08,7.0,1.26,3.24,1.18,4.5,1.29,3.5,1.55,1.22,1.53,1.06,1.0,1.44,1.64,3.08,1.9,5.75,2.1,1.27,1.5,1.87,2.45,3.4
Egypt Egyptian Premier League,2023-04-24 15:00:00,27,Al Mokawloon,National Bank of Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.31,1.58,1.19,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-04-24 15:00:00,13,Alianza Atlético,Melgar,2.2,3.0,3.25,1.08,7.0,1.44,2.75,2.25,1.53,1.49,2.45,1.98,1.72,1.32,1.34,1.62,2.0,0.57,1.54,1.32,2.86,2.2,8.0,1.91,1.21,1.42,1.75,2.19,2.91
Argentina Primera División,2023-04-24 15:30:00,13,Barracas Central,Defensa y Justicia,3.01,3.36,2.31,1.08,6.2,1.33,3.0,2.2,1.6,1.5,2.5,1.91,1.8,1.51,1.28,1.34,1.14,2.17,0.85,1.36,2.21,1.95,8.5,2.05,1.11,1.25,1.48,1.83,2.29
Argentina Prim B Nacional,2023-04-24 15:30:00,13,Defensores de Belgrano,Deportivo Morón,2.0,2.8,3.8,1.12,5.3,1.53,2.25,2.54,1.4,1.58,2.26,2.35,1.53,1.22,1.35,1.78,1.83,0.4,1.36,1.07,2.43,1.57,8.9,2.91,1.4,1.76,2.21,2.93,4.5
Uruguay Primera División,2023-04-24 15:30:00,12,Liverpool FC Montevideo,Cerro,1.7,3.3,4.4,1.06,8.75,1.32,3.1,1.95,1.73,1.4,2.75,1.83,1.83,1.17,1.25,2.0,2.17,0.71,1.29,1.14,2.43,1.45,8.5,3.2,1.26,1.48,1.88,2.38,3.2
Italy Serie A,2023-04-24 15:45:00,31,Atalanta,Roma,2.25,3.25,3.25,1.07,7.5,1.36,3.0,2.0,1.81,1.44,2.63,1.91,1.91,1.38,1.35,1.6,1.5,1.67,1.98,1.37,3.35,1.74,8.6,2.52,1.4,1.74,2.22,2.98,4.25
France Ligue 2,2023-04-24 15:45:00,32,Bordeaux,Grenoble Foot 38,1.83,3.25,4.1,1.08,9.4,1.39,3.0,2.27,1.56,1.44,2.63,2.05,1.68,1.19,1.28,2.05,2.07,1.27,1.64,1.05,2.69,1.44,9.1,3.54,1.49,1.89,2.46,3.42,4.94
England Championship,2023-04-24 16:00:00,44,Luton Town,Middlesbrough,2.06,3.25,3.25,1.05,11.0,1.33,3.4,2.08,1.8,1.4,2.75,1.8,1.91,1.37,1.31,1.6,1.67,1.38,1.81,1.54,3.35,1.88,9.3,2.27,1.16,1.32,1.6,2.01,2.59
Colombia Categoria Primera B,2023-04-24 16:00:00,14,Tigres,Bogotá,1.95,3.0,3.7,1.08,7.95,1.44,2.6,2.2,1.57,1.44,2.33,2.15,1.65,1.18,1.31,1.95,1.17,0.5,1.51,0.93,2.44,1.58,8.2,2.86,1.57,1.96,2.48,3.35,4.8
Spain Segunda División,2023-04-24 16:00:00,37,SD Huesca,CD Tenerife,2.71,2.8,2.82,1.1,6.5,1.55,2.3,2.8,1.38,1.53,2.38,2.0,1.73,1.47,1.35,1.41,1.89,0.72,1.26,1.15,2.41,2.02,8.7,2.07,1.25,1.47,1.93,2.4,3.4
Portugal Liga NOS,2023-04-24 16:15:00,29,Vitória Guimarães,Sporting CP,4.75,3.55,1.7,1.01,9.4,1.16,4.4,1.95,1.85,1.29,3.44,1.68,2.13,2.41,1.22,1.15,1.93,1.71,1.56,1.7,3.26,3.26,9.7,1.49,1.24,1.45,1.8,2.33,3.2
Colombia Categoria Primera B,2023-04-24 17:30:00,14,Orsomarso,Deportes Quindío,3.2,2.87,2.2,1.09,6.5,1.5,2.4,2.35,1.5,1.56,2.31,2.1,1.68,1.5,1.34,1.28,1.5,1.0,1.3,1.13,2.43,2.22,7.9,1.85,1.53,1.91,2.4,0.0,0.0
Colombia Categoria Primera B,2023-04-24 18:00:00,14,Llaneros,Atlético,1.5,3.4,6.5,1.05,8.0,1.35,2.65,2.25,1.53,1.42,2.38,2.14,1.6,1.1,1.2,2.15,2.5,0.33,1.42,1.14,2.56,1.31,9.6,4.0,0.0,1.61,2.0,2.52,0.0
Argentina Primera División,2023-04-24 19:00:00,13,Racing Club,Atlético Tucumán,1.71,3.59,4.9,1.04,6.5,1.36,2.87,2.1,1.65,1.45,2.8,2.0,1.75,1.15,1.29,2.02,1.83,0.67,1.71,1.22,2.93,1.45,8.5,3.32,1.35,1.65,2.11,2.76,3.74
Paraguay Division Profesional,2023-04-24 19:00:00,14,Sportivo Luqueño,Libertad,5.0,3.4,1.61,0.0,0.0,0.0,0.0,1.91,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.17,1.4,1.66,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera B,2023-04-24 19:00:00,9,Univ. Concepción,Santiago Wanderers,2.5,2.8,2.75,1.09,7.65,1.44,2.4,2.22,1.52,1.47,2.5,2.03,1.75,1.35,1.32,1.52,1.33,0.0,1.68,1.12,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-04-24 20:00:00,13,César Vallejo,Deportivo Municipal,1.6,3.4,5.75,1.06,7.5,1.36,2.87,2.25,1.53,1.44,2.55,2.1,1.7,1.12,1.28,2.25,2.17,1.75,1.91,0.94,2.85,1.5,8.5,3.0,1.21,1.42,1.75,2.19,2.91
Colombia Categoria Primera B,2023-04-24 20:00:00,14,Real Cartagena,Cortuluá,1.92,3.3,3.65,1.01,8.4,1.33,3.05,1.95,1.7,1.41,2.85,1.81,1.85,1.25,1.33,1.74,1.5,1.83,1.39,1.72,3.11,1.68,8.3,2.49,1.38,1.76,2.21,0.0,0.0
Uruguay Primera División,2023-04-24 20:00:00,12,Wanderers,Nacional,4.2,3.2,1.8,1.08,7.0,1.36,3.0,2.05,1.61,1.44,2.63,2.0,1.73,1.88,1.27,1.19,1.0,0.6,1.24,1.25,2.49,3.1,8.5,1.5,1.28,1.51,2.0,2.45,3.34
Brazil Serie A,2023-04-24 20:00:00,2,Bahia,Botafogo,2.4,3.0,3.0,1.08,8.0,1.42,2.8,2.2,1.53,1.5,2.5,1.95,1.8,1.31,1.33,1.63,0.0,0.0,0.0,0.0,0.0,1.67,9.5,2.74,1.27,1.51,2.25,2.44,3.28
Argentina Prim B Nacional,2023-04-24 20:40:00,13,Temperley,Flandria,1.75,3.0,4.6,1.1,6.9,1.44,2.4,2.55,1.39,1.5,2.4,2.25,1.55,1.19,1.3,1.85,3.0,0.4,1.57,0.98,2.55,1.42,9.5,3.52,1.29,1.62,2.0,2.53,3.48
Ecuador Primera Categoría Serie A,2023-04-24 21:00:00,7,SD Aucas,Cumbayá,1.44,3.9,6.5,1.03,14.0,1.29,3.4,1.75,1.87,1.4,2.75,2.0,1.73,1.08,1.18,2.3,2.0,0.33,1.56,0.88,2.44,1.31,9.9,4.15,1.29,1.53,1.98,2.55,3.5
