Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
tIIKcig3,28/07/2023,12:30,ROMANIA - LIGA 1,U Craiova 1948,U. Cluj,ROUND 3,2.3,3.1,2.8,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,2.35,1.58,1.4,2.85,8.5,8.0,13.0,29.0,7.0,6.5,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,351.0
rwRxZrcN,28/07/2023,12:45,AUSTRIA - 2. LIGA,Bregenz,First Vienna,ROUND 1,3.12,3.64,2.17,1.01,11.6,1.19,3.98,1.71,2.14,2.6,1.41,4.7,1.14,1.57,2.34,,,,,10.0,8.0,10.0,18.0,9.5,5.5,7.0,13.0,13.0,8.0,9.0,17.0,26.0,17.0,21.0,34.0,201.0
4Ap1ZC83,28/07/2023,12:45,AUSTRIA - 2. LIGA,Admira,Stripfing,ROUND 1,1.98,3.75,3.5,11.5,1.04,1.17,4.2,1.66,2.22,2.51,1.44,4.45,1.15,1.57,2.34,,,,,10.0,10.0,15.0,26.0,8.0,5.5,9.0,18.0,9.5,7.0,9.0,21.0,15.0,12.0,15.0,34.0,201.0
dpsgyZwi,28/07/2023,12:45,AUSTRIA - 2. LIGA,Leoben,Horn,ROUND 1,2.16,3.77,3.03,1.01,12.0,1.18,4.05,1.69,2.17,2.57,1.42,4.6,1.14,1.56,2.36,,,,,10.0,9.5,12.0,23.0,8.0,5.5,8.0,15.0,10.0,7.5,9.0,20.0,20.0,13.0,18.0,36.0,201.0
v9C8TMKp,28/07/2023,12:45,AUSTRIA - 2. LIGA,Grazer AK,Amstetten,ROUND 1,1.59,4.33,5.1,1.02,13.8,1.14,4.6,1.52,2.3,2.4,1.57,3.95,1.19,1.61,2.25,,,,,13.0,15.0,31.0,76.0,7.0,7.0,14.0,34.0,7.0,6.0,11.0,31.0,9.5,8.5,14.0,36.0,201.0
MTPtY2CT,28/07/2023,12:45,AUSTRIA - 2. LIGA,Lafnitz,Kapfenberg,ROUND 1,1.71,4.1,4.38,1.03,12.4,1.16,4.3,1.64,2.26,2.45,1.46,4.3,1.16,1.61,2.25,,,,,11.0,14.0,23.0,56.0,7.0,6.0,12.0,26.0,7.5,6.5,10.0,26.0,10.0,9.5,15.0,41.0,201.0
GGftzPsH,28/07/2023,12:45,AUSTRIA - 2. LIGA,Liefering,Dornbirn,ROUND 1,1.68,4.3,4.38,1.01,15.5,1.11,5.2,1.43,2.54,2.19,1.68,3.42,1.25,1.49,2.54,,,,,15.0,15.0,26.0,56.0,8.0,7.0,12.0,26.0,8.0,6.5,10.0,26.0,10.0,9.0,13.0,31.0,201.0
WAizUtxH,28/07/2023,13:00,POLAND - DIVISION 1,Leczna,Arka Gdynia,ROUND 2,3.0,3.3,2.15,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.67,2.1,3.1,1.35,1.68,2.15,11.0,9.0,11.0,21.0,11.0,6.5,9.0,17.0,17.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,151.0
W8lwKiLH,28/07/2023,13:00,ESTONIA - MEISTRILIIGA,Flora,Parnu JK Vaprus,ROUND 23,1.18,6.55,12.6,1.01,16.0,1.11,5.15,1.44,2.51,2.18,1.67,3.42,1.25,2.03,1.75,,,,,18.0,36.0,91.0,201.0,6.5,11.0,36.0,126.0,5.0,7.5,20.0,101.0,6.0,8.0,21.0,101.0,201.0
WhrhPPqm,28/07/2023,14:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Skovde AIK,ROUND 16,2.05,3.4,3.3,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.7,2.05,2.05,1.75,1.33,3.3,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,23.0,41.0,151.0
fJerlFER,28/07/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Thun,ROUND 2,3.28,4.0,1.99,1.02,16.5,1.1,5.45,1.4,2.64,2.11,1.73,3.28,1.27,1.41,2.81,,,,,17.0,11.0,13.0,19.0,15.0,7.5,8.0,12.0,17.0,9.5,9.0,13.0,31.0,17.0,17.0,23.0,81.0
WvmAqZMr,28/07/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Xamax,ROUND 2,2.25,3.78,2.88,1.02,13.4,1.14,4.6,1.52,2.3,2.4,1.57,3.95,1.19,1.48,2.57,,,,,13.0,12.0,15.0,31.0,9.5,6.5,9.0,15.0,11.0,8.0,9.0,19.0,17.0,13.0,15.0,29.0,101.0
ARRjx1An,28/07/2023,15:00,CROATIA - HNL,Varazdin,Slaven Belupo,ROUND 2,1.8,3.4,4.0,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.91,1.8,1.85,2.0,1.23,4.0,9.0,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
zLug7o8n,28/07/2023,15:15,BULGARIA - PARVA LIGA,Krumovgrad,Cherno More,ROUND 3,3.75,3.0,2.0,1.07,9.0,1.3,3.4,2.05,1.8,3.4,1.3,7.0,1.1,1.8,1.91,4.1,1.23,1.88,1.98,9.0,7.5,9.0,17.0,12.0,6.0,9.0,17.0,21.0,15.0,13.0,29.0,41.0,34.0,41.0,51.0,251.0
Q1nErgxk,28/07/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Sion,Aarau,ROUND 2,2.04,3.82,3.28,1.02,12.8,1.15,4.5,1.54,2.25,2.45,1.55,4.1,1.18,1.51,2.48,,,,,13.0,12.0,17.0,31.0,9.0,6.5,9.5,19.0,10.0,7.5,9.5,21.0,15.0,13.0,15.0,31.0,101.0
voWxwzP8,28/07/2023,15:30,AUSTRIA - BUNDESLIGA,LASK,Rapid Vienna,ROUND 1,2.0,3.5,3.75,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,2.0,1.85,1.28,3.55,13.0,15.0,21.0,41.0,9.5,7.0,13.0,26.0,11.0,8.5,12.0,29.0,17.0,15.0,21.0,41.0,126.0
zuIOdB89,28/07/2023,15:30,ROMANIA - LIGA 1,FC Rapid Bucuresti,FC Botosani,ROUND 3,1.4,4.0,6.5,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,2.2,1.62,1.43,2.75,1.11,6.8,10.0,15.0,34.0,81.0,6.0,8.5,21.0,51.0,6.0,9.0,23.0,51.0,9.5,13.0,34.0,81.0,201.0
pfkOWrhb,28/07/2023,15:30,POLAND - DIVISION 1,Lechia Gdansk,Motor Lublin,ROUND 2,1.91,3.4,3.6,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.73,2.0,1.95,1.85,1.28,3.55,11.0,12.0,21.0,41.0,8.0,6.5,13.0,29.0,9.5,9.0,13.0,34.0,17.0,15.0,23.0,41.0,201.0
QwdTPEhc,28/07/2023,15:30,POLAND - EKSTRAKLASA,Ruch Chorzow,LKS Lodz,ROUND 2,2.38,3.2,3.2,1.08,8.0,1.4,2.75,2.35,1.57,4.33,1.2,10.0,1.06,1.95,1.8,2.35,1.58,1.38,3.0,7.5,8.0,15.0,34.0,7.0,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,401.0
j3pxMevl,28/07/2023,15:30,SLOVAKIA - NIKE LIGA,Banska Bystrica,Podbrezova,ROUND 1,1.95,3.7,3.67,1.01,13.0,1.17,4.2,1.66,2.22,2.48,1.45,4.35,1.16,1.56,2.36,,,,,11.0,11.0,15.0,31.0,7.5,6.0,9.5,19.0,8.5,7.0,9.5,21.0,15.0,12.0,15.0,31.0,201.0
pxf6pcU5,28/07/2023,15:45,IRELAND - PREMIER DIVISION,Drogheda,Sligo Rovers,ROUND 25,2.38,3.25,2.75,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.8,1.95,2.35,1.58,1.43,2.75,10.0,9.0,13.0,29.0,8.0,6.5,11.0,23.0,12.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
2D41owFa,28/07/2023,15:45,IRELAND - PREMIER DIVISION,Cork City,Shelbourne,ROUND 25,3.1,3.25,2.1,1.07,9.0,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,1.95,1.8,3.1,1.35,1.68,2.15,9.0,7.0,10.0,21.0,8.5,6.5,9.5,19.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,51.0,351.0
8zssc6nf,28/07/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Anderlecht,ROUND 1,2.0,3.4,3.3,1.04,12.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.67,2.1,2.05,1.75,1.33,3.3,12.0,12.0,19.0,41.0,8.5,7.0,12.0,26.0,11.0,9.0,13.0,29.0,19.0,15.0,23.0,41.0,151.0
lA0cnJag,28/07/2023,15:45,IRELAND - PREMIER DIVISION,Bohemians,UC Dublin,ROUND 25,1.18,6.0,15.0,1.03,15.0,1.14,5.5,1.53,2.4,2.2,1.62,3.75,1.25,2.25,1.57,1.19,4.5,,,15.0,34.0,67.0,251.0,8.5,12.0,41.0,101.0,6.0,11.0,29.0,81.0,6.5,11.0,34.0,81.0,501.0
x8r8ndTo,28/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Libertad Gran Mamore,Nacional Potosi,ROUND 21,2.63,3.3,2.3,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.53,2.38,2.68,1.45,1.58,2.35,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,15.0,11.0,12.0,23.0,29.0,21.0,23.0,41.0,126.0
z1VmTEnH,28/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Union de Santa Fe,Defensa y Justicia,ROUND 27,2.55,3.0,3.0,1.11,6.5,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.05,1.7,2.5,1.5,1.4,2.85,6.5,7.5,13.0,34.0,6.5,6.0,12.0,29.0,11.0,11.0,17.0,41.0,26.0,23.0,41.0,67.0,501.0
r7hFqzXc,28/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Estudiantes L.P.,ROUND 27,2.25,3.0,3.6,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.1,1.67,2.25,1.63,1.3,3.45,6.5,8.0,17.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,201.0
Aa7EYYyi,28/07/2023,17:00,VENEZUELA - LIGA FUTVE,Universidad Central,Portuguesa,ROUND 21,3.65,3.13,2.1,1.07,6.45,1.47,2.42,2.55,1.51,4.75,1.13,9.4,1.01,2.09,1.71,,,,,5.5,5.5,8.0,19.0,6.5,5.0,8.0,17.0,12.0,10.0,14.0,36.0,36.0,26.0,46.0,91.0,201.0
KfhFRtKK,28/07/2023,17:00,PERU - LIGA 1,Cusco,AD Cantolao,CLAUSURA ,1.29,5.0,8.0,1.02,12.8,1.17,4.25,1.62,2.25,2.48,1.46,4.4,1.16,2.04,1.74,,,,,15.0,21.0,41.0,101.0,7.5,10.0,26.0,67.0,6.5,9.0,23.0,51.0,8.0,11.0,29.0,67.0,201.0
nor682QF,28/07/2023,18:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Sp. Luqueno,CLAUSURA ,2.75,3.2,2.38,1.05,11.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.73,2.0,2.85,1.4,1.58,2.35,10.0,9.0,12.0,23.0,9.5,6.5,9.5,19.0,15.0,11.0,13.0,29.0,29.0,23.0,29.0,41.0,201.0
zR0qWG2b,28/07/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Talleres Cordoba,ROUND 27,2.9,3.0,2.63,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,2.85,1.4,1.5,2.5,6.0,6.5,11.0,29.0,6.5,6.0,11.0,26.0,12.0,12.0,19.0,41.0,29.0,29.0,41.0,81.0,201.0
hf9m3RxA,28/07/2023,19:00,BRAZIL - SERIE B,Ceara,Ituano,ROUND 20,1.84,3.4,4.64,1.06,6.85,1.43,2.57,2.43,1.57,4.4,1.16,8.7,1.02,2.18,1.65,,,,,7.5,12.0,26.0,101.0,5.0,7.0,19.0,71.0,6.5,8.0,20.0,91.0,11.0,14.0,34.0,151.0,201.0
fsdJrfn4,28/07/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Belgrano,Rosario Central,ROUND 27,2.4,3.0,3.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,2.38,1.55,1.35,3.1,6.0,7.0,15.0,34.0,6.0,6.0,13.0,34.0,10.0,10.0,19.0,41.0,23.0,23.0,41.0,81.0,201.0
pWxwo32C,28/07/2023,19:00,CHILE - PRIMERA DIVISION,O'Higgins,Nublense,ROUND 19,2.05,3.2,4.0,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.73,2.08,1.73,1.28,3.55,7.5,9.0,17.0,41.0,6.0,6.0,13.0,34.0,9.0,9.5,17.0,41.0,19.0,19.0,34.0,67.0,301.0
rml7Zdxi,28/07/2023,19:15,VENEZUELA - LIGA FUTVE,Monagas,Zamora,ROUND 21,1.89,3.34,4.14,1.04,7.9,1.31,3.04,2.04,1.77,3.34,1.26,6.45,1.07,1.83,1.93,,,,,7.5,9.0,15.0,41.0,6.0,5.5,10.0,26.0,7.5,7.0,12.0,34.0,13.0,13.0,23.0,61.0,201.0
drpDzgF6,28/07/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Forge,Vancouver FC,-,1.27,5.35,9.5,1.01,13.0,1.16,4.3,1.62,2.26,2.45,1.46,4.3,1.16,2.0,1.77,,,,,15.0,23.0,56.0,101.0,6.5,9.0,21.0,67.0,6.0,7.0,15.0,67.0,7.5,9.0,17.0,67.0,101.0
zHi6ybqo,28/07/2023,20:00,DOMINICAN REPUBLIC - LDF,Cibao,Vega Real,WINNERS STAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UyGKsYsH,28/07/2023,20:30,BOLIVIA - DIVISION PROFESIONAL,Royal Pari,Tomayapo,ROUND 21,1.5,3.75,5.75,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.8,1.91,1.55,2.38,1.15,5.5,13.0,17.0,29.0,51.0,8.0,7.5,19.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,23.0,51.0,201.0
U9XA7MuM,28/07/2023,20:30,PARAGUAY - PRIMERA DIVISION,Guarani,Nacional Asuncion,CLAUSURA ,2.7,3.2,2.4,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.91,1.8,2.85,1.4,1.58,2.35,8.5,7.5,11.0,23.0,8.0,6.5,10.0,21.0,13.0,11.0,17.0,34.0,29.0,23.0,34.0,51.0,351.0
E3Aq47N3,28/07/2023,21:30,BRAZIL - SERIE B,Sport Recife,CRB,ROUND 20,1.76,3.5,5.01,1.05,7.1,1.41,2.64,2.36,1.6,4.3,1.17,8.4,1.03,2.18,1.65,,,,,8.0,14.0,34.0,126.0,5.0,7.5,21.0,81.0,6.0,8.0,21.0,101.0,10.0,13.0,34.0,151.0,201.0
l4eNsE1A,28/07/2023,21:30,ARGENTINA - LIGA PROFESIONAL,River Plate,Racing Club,ROUND 27,1.45,4.5,6.5,1.03,15.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.95,1.8,1.45,2.68,1.13,6.0,13.0,17.0,34.0,67.0,7.0,8.5,19.0,51.0,7.0,8.5,19.0,51.0,10.0,12.0,26.0,51.0,301.0
vDpsishI,28/07/2023,21:30,VENEZUELA - LIGA FUTVE,Hermanos Colmenarez,Puerto Cabello,ROUND 21,3.84,3.44,1.93,1.03,8.2,1.32,2.98,2.09,1.74,3.48,1.24,6.85,1.06,1.84,1.92,,,,,8.0,6.0,7.5,14.0,9.0,5.5,7.0,12.0,15.0,10.0,11.0,21.0,41.0,26.0,36.0,61.0,201.0
KvvErQtl,28/07/2023,22:00,PANAMA - LPF,San Francisco,Independiente,CLAUSURA ,2.81,3.13,2.44,,,1.39,2.67,2.28,1.61,4.15,1.18,,,1.91,1.85,,,,,,,,,,,,,,,,,,,,,
IqsZzKS3,28/07/2023,22:00,NICARAGUA - LIGA PRIMERA,Esteli,UNAN-Managua,APERTURA ,1.28,6.2,8.45,,,,,1.67,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DMUStyl,28/07/2023,22:30,FIJI - PREMIER LEAGUE,Labasa,Tailevu Naitasiri,ROUND 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
