Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
KztatQeC,23/07/2023,08:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Seongnam,ROUND 23,3.6,3.2,1.91,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,3.7,1.26,1.83,1.98,9.0,7.0,9.0,17.0,10.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
8vBV7OEC,23/07/2023,08:00,SWEDEN - SUPERETTAN,Utsikten,Jonkoping,ROUND 15,2.0,3.4,3.3,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.05,1.75,1.33,3.3,13.0,13.0,19.0,41.0,9.0,7.0,12.0,26.0,11.0,9.0,12.0,29.0,19.0,15.0,23.0,41.0,151.0
b99VA3qU,23/07/2023,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Meizhou Hakka,ROUND 18,1.62,4.5,4.75,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.62,2.2,1.6,2.3,1.21,4.25,17.0,17.0,26.0,51.0,9.5,8.5,15.0,34.0,9.0,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0
MFlH74sD,23/07/2023,09:00,INDONESIA - LIGA 1,Madura United,Persis Solo,ROUND 4,1.92,3.62,3.54,1.01,11.4,1.19,3.9,1.72,2.1,2.67,1.39,4.8,1.13,1.6,2.27,,,,,11.0,11.0,15.0,31.0,8.0,6.0,9.5,19.0,10.0,7.5,10.0,23.0,15.0,13.0,17.0,41.0,67.0
MwojnpXc,23/07/2023,09:00,FINLAND - VEIKKAUSLIIGA,Lahti,Mariehamn,-,2.2,3.1,3.1,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.91,1.91,2.2,1.65,1.35,3.1,8.5,9.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
xfVSlwyl,23/07/2023,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Da Nang,RELEGATION GROUP ,2.37,3.24,2.88,1.03,8.2,1.32,2.98,2.08,1.73,3.56,1.23,6.85,1.06,1.79,1.98,,,,,7.5,7.5,11.0,23.0,7.0,5.0,8.0,20.0,9.5,7.5,10.0,26.0,19.0,15.0,26.0,51.0,201.0
48wwpOZE,23/07/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Sion,ROUND 1,2.48,3.7,2.59,1.03,12.4,1.16,4.35,1.57,2.19,2.53,1.52,4.25,1.17,1.5,2.51,,,,,12.0,10.0,13.0,23.0,10.0,6.5,8.5,15.0,12.0,8.5,9.5,19.0,21.0,15.0,17.0,29.0,101.0
Cf6wkeaL,23/07/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Wil,ROUND 1,3.25,3.75,2.08,1.03,12.8,1.16,4.3,1.63,2.28,2.45,1.46,4.3,1.16,1.53,2.43,,,,,12.0,9.0,11.0,17.0,11.0,6.5,7.5,13.0,15.0,9.0,9.5,17.0,31.0,19.0,21.0,31.0,101.0
WOx1ZWK4,23/07/2023,10:00,ESTONIA - MEISTRILIIGA,Kuressaare,Paide,ROUND 21,4.25,3.6,1.77,1.02,9.1,1.27,3.28,1.92,1.86,3.18,1.29,5.95,1.08,1.79,1.98,,,,,8.0,5.5,7.0,12.0,9.5,5.5,7.0,12.0,18.0,11.0,11.0,21.0,46.0,31.0,36.0,71.0,201.0
fJ1W6gKD,23/07/2023,10:00,SWEDEN - ALLSVENSKAN,AIK,Malmo FF,ROUND 16,3.6,3.6,2.0,1.04,13.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.7,2.05,,,1.82,2.08,12.0,8.5,10.0,19.0,11.0,6.5,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,34.0,41.0,201.0
ptAkIqw5,23/07/2023,10:00,POLAND - DIVISION 1,Pruszkow,R. Rzeszow,ROUND 1,2.4,3.1,2.7,1.06,10.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.73,2.0,2.43,1.53,1.43,2.75,10.0,9.5,15.0,29.0,9.0,6.0,11.0,21.0,12.0,10.0,13.0,29.0,23.0,19.0,29.0,41.0,201.0
6HVKDPhQ,23/07/2023,10:00,SWEDEN - ALLSVENSKAN,Norrkoping,Degerfors,ROUND 16,1.6,4.2,5.25,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.67,2.1,1.58,2.45,,,15.0,17.0,29.0,51.0,9.0,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
hGpwBoSN,23/07/2023,10:00,POLAND - EKSTRAKLASA,Gornik Zabrze,Radomiak Radom,ROUND 1,2.1,3.25,3.25,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.8,1.95,2.1,1.7,1.33,3.3,9.5,10.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
CCHM9pp0,23/07/2023,10:00,SWEDEN - SUPERETTAN,Brage,Oster,ROUND 15,3.1,3.6,2.05,1.03,15.0,1.22,4.0,1.7,2.1,2.75,1.4,5.0,1.17,1.62,2.2,3.0,1.38,1.7,2.1,15.0,9.5,11.0,19.0,12.0,7.0,9.0,15.0,17.0,11.0,13.0,23.0,34.0,23.0,29.0,41.0,151.0
YVDuzT8N,23/07/2023,11:00,BRAZIL - SERIE B,Guarani,Atletico GO,ROUND 19,2.4,3.04,3.25,1.06,6.6,1.4,2.68,2.34,1.61,4.1,1.19,8.0,1.03,1.95,1.81,,,,,7.0,8.0,13.0,36.0,7.0,5.5,10.0,26.0,11.0,9.5,15.0,41.0,23.0,21.0,36.0,81.0,201.0
S68feQHS,23/07/2023,11:30,RUSSIA - PREMIER LEAGUE,Spartak Moscow,Orenburg,ROUND 1,1.62,4.52,5.73,,,1.18,4.2,1.72,2.3,2.54,1.44,4.5,1.15,1.73,2.06,,,,,,,,,,,,,,,,,,,,,
I10ZfE8S,23/07/2023,11:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Lausanne,ROUND 1,1.4,5.25,7.0,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.67,2.1,1.38,3.0,1.12,6.25,19.0,21.0,41.0,67.0,9.5,10.0,19.0,41.0,8.5,8.5,17.0,41.0,10.0,11.0,21.0,41.0,151.0
fNi1jYGq,23/07/2023,11:30,SWITZERLAND - SUPER LEAGUE,Zurich,Yverdon,ROUND 1,1.67,3.8,5.0,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.73,2.0,1.63,2.25,1.18,4.8,13.0,15.0,26.0,51.0,8.0,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,41.0,151.0
2wYarLje,23/07/2023,12:00,FINLAND - YKKONEN,SJK Akatemia,Ekenas,-,2.45,3.5,2.5,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,2.43,1.53,1.53,2.43,15.0,12.0,15.0,26.0,12.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,34.0,126.0
p2N4su61,23/07/2023,12:00,FINLAND - YKKONEN,Gnistan,TPS,-,2.2,3.3,3.0,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,2.2,1.65,1.38,3.0,13.0,12.0,17.0,34.0,10.0,6.5,11.0,23.0,12.0,9.5,12.0,26.0,21.0,17.0,23.0,41.0,126.0
Mab4ZL3F,23/07/2023,12:00,URUGUAY - PRIMERA DIVISION,Boston River,Wanderers,TORNEO INTERMEDIO ,2.0,3.3,3.4,1.06,10.0,1.29,3.5,1.98,1.83,3.4,1.3,7.0,1.1,1.8,1.91,,,,,10.0,10.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,251.0
2kYdzD5b,23/07/2023,12:00,ESTONIA - MEISTRILIIGA,Tammeka,Levadia,ROUND 21,8.95,4.9,1.31,10.2,1.02,1.22,3.65,1.78,2.01,2.84,1.35,5.2,1.11,2.12,1.69,,,,,11.0,5.0,5.0,6.5,19.0,8.0,6.5,9.0,56.0,23.0,19.0,23.0,176.0,91.0,81.0,101.0,201.0
jTqYVoYl,23/07/2023,12:30,SLOVENIA - PRVA LIGA,Radomlje,Maribor,ROUND 1,4.81,3.94,1.68,1.01,10.0,1.22,3.64,1.8,2.01,2.84,1.35,5.25,1.11,1.77,2.0,,,,,9.0,6.0,6.5,10.0,11.0,6.0,6.5,10.0,21.0,12.0,12.0,19.0,61.0,34.0,36.0,56.0,201.0
AiurA5sU,23/07/2023,12:30,POLAND - EKSTRAKLASA,Zaglebie,Ruch Chorzow,ROUND 1,1.8,3.5,4.0,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.75,2.0,1.83,2.03,1.23,4.0,11.0,12.0,21.0,41.0,7.5,7.0,15.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,23.0,51.0,201.0
0Uqfo4n4,23/07/2023,12:30,FINLAND - VEIKKAUSLIIGA,VPS,Haka,-,1.73,3.5,4.33,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.91,1.91,1.75,2.05,1.21,4.25,10.0,12.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,26.0,51.0,301.0
84bspYO3,23/07/2023,12:30,ROMANIA - LIGA 1,Poli Iasi,FC Hermannstadt,ROUND 2,2.88,3.1,2.38,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,3.0,1.38,1.58,2.35,6.5,6.0,10.0,23.0,7.0,6.5,10.0,23.0,13.0,12.0,21.0,41.0,34.0,29.0,41.0,81.0,201.0
CfWGE5wK,23/07/2023,12:30,SWEDEN - ALLSVENSKAN,Goteborg,Halmstad,ROUND 16,2.1,3.5,3.4,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.8,1.95,2.0,1.9,,,9.5,9.5,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,301.0
zmlq83Gm,23/07/2023,12:30,SWEDEN - ALLSVENSKAN,Kalmar,Varberg,ROUND 16,1.62,4.0,5.5,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.95,1.8,1.62,2.4,,,11.0,13.0,29.0,51.0,7.0,7.5,17.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,351.0
SGcoBf9K,23/07/2023,13:00,BULGARIA - PARVA LIGA,Cherno More,Hebar,ROUND 2,1.75,3.5,5.0,1.06,10.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.83,1.83,1.73,2.08,1.19,4.5,10.0,13.0,23.0,51.0,7.0,6.5,15.0,41.0,8.0,8.5,15.0,41.0,13.0,15.0,26.0,51.0,251.0
fiHxLogn,23/07/2023,13:00,POLAND - DIVISION 1,Legnica,GKS Katowice,ROUND 1,2.05,3.2,3.4,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.83,1.83,2.08,1.73,1.3,3.45,8.5,9.5,17.0,41.0,7.0,6.5,13.0,29.0,9.5,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
xYJHXvP1,23/07/2023,13:45,CROATIA - HNL,Gorica,Varazdin,ROUND 1,2.15,3.4,2.9,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.73,2.0,2.2,1.65,1.38,3.0,11.0,10.0,15.0,34.0,8.5,7.0,11.0,23.0,11.0,9.5,15.0,29.0,21.0,17.0,26.0,41.0,201.0
4EUDWU4N,23/07/2023,14:00,ESTONIA - MEISTRILIIGA,Flora,Narva,ROUND 21,1.18,6.25,13.6,1.02,13.0,1.17,4.25,1.63,2.25,2.48,1.45,4.33,1.16,2.35,1.56,,,,,14.0,31.0,91.0,201.0,5.5,11.0,41.0,176.0,4.5,7.5,26.0,176.0,5.5,9.0,31.0,176.0,201.0
EZbg8rJA,23/07/2023,14:00,SENEGAL - LIGUE 1,Mbour,Teungueth,ROUND 25,2.0,2.8,4.27,1.13,5.0,1.7,2.02,3.1,1.31,6.9,1.07,10.0,1.02,,,,,,,,,,,,,,,,,,,,,,,
I75pA4lb,23/07/2023,14:00,SENEGAL - LIGUE 1,Guediawaye,Jaraaf,ROUND 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFfMjpQq,23/07/2023,14:00,RUSSIA - PREMIER LEAGUE,FK Rostov,Fakel Voronezh,ROUND 1,1.77,3.94,5.1,1.02,8.8,1.29,3.24,2.05,1.9,3.26,1.28,6.25,1.07,1.91,1.85,,,,,,,,,,,,,,,,,,,,,
8p4mKcAm,23/07/2023,14:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Rudar,Arsenal Tivat,ROUND 1,2.16,3.1,3.43,1.05,8.0,1.35,2.9,2.1,1.66,3.6,1.24,7.7,1.05,1.9,1.86,,,,,8.0,9.0,15.0,36.0,6.5,5.5,10.0,23.0,9.0,7.5,12.0,34.0,15.0,15.0,23.0,67.0,101.0
Op6tBpZi,23/07/2023,14:00,SENEGAL - LIGUE 1,Douanes,Pikine,ROUND 25,2.86,2.7,2.74,1.14,4.7,1.81,1.98,3.34,1.26,7.1,1.05,11.0,1.01,2.51,1.5,,,,,,,,,,,,,,,,,,,,,
hQcc72YG,23/07/2023,14:00,SENEGAL - LIGUE 1,Generation F.,Dakar SC,ROUND 25,2.08,2.86,4.02,1.12,5.05,1.73,2.09,3.08,1.3,6.45,1.07,10.0,1.02,2.51,1.5,,,,,,,,,,,,,,,,,,,,,
pf7xCQJo,23/07/2023,14:00,SENEGAL - LIGUE 1,Sonacos,Casa,ROUND 25,2.9,2.55,2.75,1.14,5.0,1.69,2.05,3.1,1.31,6.7,1.07,10.0,1.02,2.42,1.53,,,,,,,,,,,,,,,,,,,,,
IyyHCRn3,23/07/2023,14:00,RUSSIA - PREMIER LEAGUE,Sochi,Baltika,ROUND 1,1.83,3.9,4.69,1.02,9.0,1.28,3.26,2.01,1.93,3.24,1.29,6.05,1.08,1.85,1.91,,,,,,,,,,,,,,,,,,,,,
Ma216MmN,23/07/2023,14:00,SENEGAL - LIGUE 1,US Goree,Diambars,ROUND 25,2.89,2.77,2.64,1.11,5.3,1.64,2.23,2.84,1.35,5.7,1.09,10.0,1.02,2.25,1.61,,,,,,,,,,,,,,,,,,,,,
WA9l9O34,23/07/2023,14:00,SENEGAL - LIGUE 1,Excellence,Linguere,ROUND 25,3.66,2.9,2.12,1.11,5.6,1.62,2.16,2.85,1.37,6.0,1.09,10.0,1.02,2.35,1.56,,,,,,,,,,,,,,,,,,,,,
G4bVoKGP,23/07/2023,14:30,EGYPT - PREMIER LEAGUE,Pyramids,Al Ahly,ROUND 28,2.67,3.52,2.49,1.01,9.9,1.23,3.56,1.81,2.0,2.88,1.34,5.3,1.11,1.63,2.22,,,,,11.0,9.5,13.0,26.0,9.5,6.0,9.0,18.0,13.0,9.0,11.0,23.0,26.0,19.0,26.0,46.0,201.0
273iJHPg,23/07/2023,15:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jezero,Sutjeska,ROUND 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4XI7fOB,23/07/2023,15:00,MEXICO - LIGA DE EXPANSION MX,Tepatitlan de Morelos,Cimarrones de Sonora,APERTURA ,2.4,3.05,3.08,1.06,6.8,1.4,2.64,2.35,1.59,4.15,1.17,8.2,1.03,1.93,1.83,,,,,6.0,7.0,11.0,26.0,6.0,5.0,9.0,21.0,9.0,8.5,12.0,34.0,21.0,17.0,31.0,71.0,201.0
0Gzi8HyK,23/07/2023,15:00,PERU - LIGA 1,AD Cantolao,Cajamarca,CLAUSURA ,2.5,3.4,2.8,1.06,9.5,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,2.38,1.55,1.45,2.68,9.5,8.5,13.0,29.0,8.0,6.5,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
hUPBPpsH,23/07/2023,15:00,POLAND - EKSTRAKLASA,Widzew Lodz,Puszcza,ROUND 1,1.83,3.4,3.8,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.95,1.85,2.0,1.24,3.9,10.0,11.0,21.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
2cCYHgYs,23/07/2023,15:00,URUGUAY - PRIMERA DIVISION,Penarol,Defensor Sp.,TORNEO INTERMEDIO ,2.0,3.25,3.4,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.83,1.83,2.03,1.78,1.3,3.45,9.5,10.0,17.0,41.0,7.0,6.5,12.0,29.0,9.5,9.0,15.0,41.0,19.0,17.0,29.0,51.0,301.0
OCC2FHf7,23/07/2023,15:05,ARGENTINA - PRIMERA NACIONAL,Flandria,Almirante Brown,ROUND 26,2.8,2.9,2.88,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.1,1.67,2.75,1.43,1.43,2.75,6.0,6.5,12.0,29.0,6.5,5.5,12.0,29.0,12.0,12.0,19.0,41.0,29.0,29.0,41.0,67.0,201.0
6e81y8AR,23/07/2023,15:15,SLOVENIA - PRVA LIGA,Aluminij,Celje,ROUND 1,4.39,3.84,1.76,1.01,10.0,1.22,3.65,1.8,2.01,2.84,1.35,5.2,1.11,1.72,2.07,,,,,9.5,6.5,7.0,11.0,11.0,6.0,6.5,10.0,20.0,11.0,11.0,18.0,51.0,31.0,34.0,46.0,201.0
fRsQ3C1f,23/07/2023,15:15,BULGARIA - PARVA LIGA,Lok. Sofia,Lok. Plovdiv,ROUND 2,3.0,3.2,2.5,1.07,8.5,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,2.85,1.4,1.55,2.38,8.5,7.5,11.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,26.0,34.0,51.0,301.0
SpJgHwQf,23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Club A. Guemes,ROUND 26,2.0,3.2,4.2,1.13,6.0,1.57,2.25,2.7,1.44,6.0,1.13,13.0,1.04,2.38,1.53,2.0,1.85,1.24,3.9,6.0,8.0,19.0,51.0,5.0,6.5,15.0,41.0,7.5,10.0,23.0,51.0,17.0,21.0,41.0,101.0,201.0
vglkd3t1,23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Maipu,Racing Cordoba,ROUND 23,1.57,3.75,6.5,1.08,7.5,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.25,1.57,1.58,2.35,1.13,5.9,7.5,13.0,29.0,67.0,5.5,7.5,21.0,51.0,6.5,9.0,21.0,51.0,11.0,15.0,34.0,81.0,201.0
lOVuJQmE,23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Chacarita Juniors,ROUND 23,2.88,2.88,2.8,1.13,6.0,1.5,2.5,2.6,1.48,5.0,1.17,13.0,1.04,2.1,1.67,2.75,1.43,1.43,2.75,6.0,7.0,12.0,29.0,7.0,5.5,12.0,26.0,12.0,12.0,17.0,41.0,29.0,26.0,41.0,67.0,201.0
vgxQyAWq,23/07/2023,15:30,ROMANIA - LIGA 1,U. Cluj,FC Rapid Bucuresti,ROUND 2,2.7,3.2,2.4,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.83,1.83,2.75,1.43,1.55,2.38,8.5,7.5,11.0,23.0,8.0,6.5,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
KtkAk88A,23/07/2023,15:30,BRAZIL - SERIE B,Juventude,Ceara,ROUND 19,2.02,3.34,3.85,1.05,7.2,1.4,2.68,2.32,1.62,4.15,1.18,8.1,1.03,2.02,1.75,,,,,7.5,9.0,15.0,41.0,6.0,6.0,12.0,31.0,9.5,8.5,15.0,46.0,19.0,18.0,34.0,81.0,201.0
02kocqRf,23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Villa Dalmine,Dep. Riestra,ROUND 23,3.8,3.0,2.15,1.11,6.5,1.5,2.5,2.6,1.48,5.0,1.17,13.0,1.04,2.1,1.67,3.55,1.28,1.68,2.15,6.5,6.0,9.0,21.0,8.0,6.0,10.0,21.0,17.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,201.0
f5Ow93zH,23/07/2023,16:00,BRAZIL - SERIE A,Santos,Botafogo RJ,ROUND 16,3.75,3.2,2.15,1.1,7.0,1.44,2.75,2.5,1.53,4.5,1.2,10.0,1.06,2.05,1.7,3.45,1.3,1.73,2.08,7.0,6.0,9.0,19.0,8.5,6.0,9.5,21.0,17.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,501.0
nJicfsBD,23/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Chaco For Ever,Tristan Suarez,ROUND 23,2.0,3.1,4.5,1.11,6.5,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,2.03,1.83,1.23,4.0,6.5,9.0,19.0,41.0,5.5,6.0,15.0,41.0,8.0,9.5,19.0,51.0,17.0,19.0,41.0,67.0,201.0
0Igv7s5T,23/07/2023,16:00,BRAZIL - SERIE A,Cruzeiro,Goias,ROUND 16,1.62,3.75,6.0,1.07,9.0,1.36,3.2,2.2,1.67,4.0,1.25,8.0,1.08,2.1,1.67,1.6,2.3,1.15,5.5,8.5,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,67.0,501.0
UsJUYxan,23/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,Guabira,ROUND 20,1.83,3.3,3.75,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,1.9,1.9,1.26,3.7,10.0,11.0,21.0,41.0,7.5,6.5,13.0,34.0,9.0,8.5,15.0,41.0,17.0,15.0,26.0,51.0,251.0
GOILWbv8,23/07/2023,16:00,CROATIA - HNL,Lok. Zagreb,Istra 1961,ROUND 1,2.3,3.25,2.8,1.06,9.5,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,2.35,1.58,1.43,2.75,9.5,9.0,15.0,29.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
