id,league_id,league,utc_time,date,time,home,away,ft_ml_h_opening,ft_ml_d_opening,ft_ml_a_opening,ft_ml_h_closing,ft_ml_d_closing,ft_ml_a_closing,ft_ah_handicap_opening,ft_ah_h_opening,ft_ah_a_opening,ft_ah_handicap_closing,ft_ah_h_closing,ft_ah_a_closing,ft_ou_handicap_opening,ft_ou_o_opening,ft_ou_u_opening,ft_ou_handicap_closing,ft_ou_o_closing,ft_ou_u_closing
8368670,33931,UEFA Conference League Qualifying,1721322000,2024-07-18,14:00,Marsaxlokk FC,Partizani Tirana,3.4,3.6,1.909,3.4,3.3,2.0,0.5,1.9,1.9,0.5,1.775,2.025,2.5,1.9,1.9,2.25,2.0,1.8
8365713,33931,UEFA Conference League Qualifying,1721322000,2024-07-18,14:00,Dinamo Tbilisi,FK Mornar Bar,1.45,4.2,6.0,1.363,5.25,5.75,-1.25,1.85,1.95,-1.25,1.9,1.9,2.75,1.9,1.9,2.75,1.975,1.825
8400907,33931,UEFA Conference League Qualifying,1721322000,2024-07-18,14:00,F91 Dudelange,AC dEscaldes,1.4,4.333,6.5,1.8,4.0,3.4,-0.75,1.9,1.9,-0.5,1.8,2.0,2.75,1.9,1.9,2.75,1.975,1.825
8365724,33931,UEFA Conference League Qualifying,1721323800,2024-07-18,14:30,Isloch,La Fiorita,1.2,6.0,11.0,1.333,5.25,6.0,-1.25,1.825,1.975,-1.25,1.775,2.025,2.75,1.925,1.875,2.75,1.925,1.875
8387554,33931,UEFA Conference League Qualifying,1721323800,2024-07-18,14:30,Connahs Quay,NK Bravo,4.75,4.0,1.571,4.5,4.1,1.571,1.0,1.9,1.9,1.0,1.75,2.05,2.75,1.9,1.9,2.75,1.9,1.9
8500361,36544,Argentina Liga Profesional Reserves,1721325600,2024-07-18,15:00,Lanus Reserves,Platense Reserves,1.363,4.0,7.5,1.42,3.8,6.5,-1.25,1.95,1.85,-1.25,1.95,1.85,2.5,1.9,1.9,2.5,1.9,1.9
8500341,36544,Argentina Liga Profesional Reserves,1721325600,2024-07-18,15:00,Instituto AC Cordoba Reserves,Deportivo Riestra Reserves,1.833,3.1,4.0,1.833,3.1,3.9,-0.5,1.9,1.9,-0.5,1.9,1.9,2.0,1.85,1.95,2.0,1.85,1.95
8500340,36544,Argentina Liga Profesional Reserves,1721325600,2024-07-18,15:00,San Lorenzo Reserves,Velez Sarsfield Reserves,3.5,3.0,2.0,3.5,3.0,2.0,0.25,2.025,1.775,0.25,2.025,1.775,2.0,1.9,1.9,2.0,1.9,1.9
8500240,36544,Argentina Liga Profesional Reserves,1721325600,2024-07-18,15:00,Estudiantes LP Reserves,Boca Juniors Reserves,2.375,3.0,2.75,2.375,3.0,2.75,0.0,1.75,2.05,0.0,1.75,2.05,2.0,2.0,1.8,2.0,2.0,1.8
8368671,5720,UEFA Europa League Qualifying,1721325600,2024-07-18,15:00,CS Corvinul Hunedoara,Paksi,2.5,3.4,2.5,3.1,3.4,2.0,0.25,1.975,1.825,0.25,2.0,1.8,2.75,1.875,1.925,2.75,1.9,1.9
8365186,33931,UEFA Conference League Qualifying,1721325600,2024-07-18,15:00,Shkendija Tetovo,FC Noah,2.25,3.5,2.75,1.9,3.8,3.3,-0.25,2.025,1.775,-0.5,1.975,1.825,2.25,1.85,1.95,2.25,1.825,1.975
8365109,33931,UEFA Conference League Qualifying,1721325600,2024-07-18,15:00,KF Tirana,Torpedo Kutaisi,2.5,3.4,2.5,2.7,3.4,2.3,-0.25,2.1,1.7,0.25,1.75,2.05,2.25,1.9,1.9,2.25,1.825,1.975
8364721,33931,UEFA Conference League Qualifying,1721325600,2024-07-18,15:00,Vikingur Gota,FK Liepaja,1.666,3.75,4.333,1.55,3.75,5.25,-1.0,1.95,1.85,-1.0,1.95,1.85,2.75,1.925,1.875,2.75,1.925,1.875
8250553,4291,European U19 Championship,1721325600,2024-07-18,15:00,Northern Ireland U19,Italy U19,9.0,6.0,1.2,9.5,6.25,1.2,1.75,2.0,1.85,1.75,2.025,1.825,3.0,1.925,1.925,3.0,1.925,1.925
8363611,5720,UEFA Europa League Qualifying,1721326500,2024-07-18,15:15,NK Maribor,Botev Plovdiv,1.727,3.8,4.0,1.571,3.9,5.0,-0.5,1.775,2.025,-0.75,1.75,2.05,2.75,2.0,1.8,2.5,1.9,1.9
8365036,33931,UEFA Conference League Qualifying,1721327400,2024-07-18,15:30,Vllaznia Shkoder,Valur Reykjavik,2.5,3.4,2.5,2.875,3.4,2.2,0.25,1.775,2.025,0.25,1.8,2.0,2.5,1.9,1.9,2.5,1.85,1.95
8485974,33931,UEFA Conference League Qualifying,1721328300,2024-07-18,15:45,Tre Penne,Floriana,9.0,5.5,1.25,10.0,7.5,1.2,2.25,1.9,1.9,2.0,1.825,1.975,3.25,1.9,1.9,3.0,1.825,1.975
8365322,33931,UEFA Conference League Qualifying,1721328300,2024-07-18,15:45,Derry City,FCB Magpies,1.2,6.5,9.0,1.166,7.5,9.5,-1.75,1.825,1.975,-2.0,1.975,1.825,3.0,1.9,1.9,3.0,2.0,1.8
8363601,33931,UEFA Conference League Qualifying,1721328300,2024-07-18,15:45,Linfield,Stjarnan,2.1,3.5,3.0,1.833,3.8,3.5,-0.25,1.9,1.9,-0.5,1.85,1.95,2.75,1.9,1.9,2.75,1.9,1.9
8364988,33931,UEFA Conference League Qualifying,1721329200,2024-07-18,16:00,FK Sarajevo,FK Aktobe,2.5,3.25,2.6,2.6,3.5,2.375,-0.25,2.1,1.7,0.0,2.0,1.8,2.25,1.825,1.975,2.25,1.825,1.975
8398937,33931,UEFA Conference League Qualifying,1721329200,2024-07-18,16:00,Buducnost Podgorica,Malisheva,2.4,3.4,2.625,2.0,3.2,3.6,-0.25,2.025,1.775,-0.5,2.0,1.8,2.25,1.85,1.95,2.25,1.825,1.975
8365714,33931,UEFA Conference League Qualifying,1721330100,2024-07-18,16:15,Breidablik,Tikves Kavadarci,1.571,3.9,5.0,1.363,4.5,7.5,-1.0,1.9,1.9,-1.25,1.8,2.0,2.75,1.9,1.9,3.0,1.85,1.95
7635219,472,Iceland 1 Deild,1721330100,2024-07-18,16:15,Grotta Seltjarnarnes,Afturelding,2.5,3.6,2.3,3.1,3.9,1.95,0.25,1.85,2.0,0.5,1.825,2.025,3.25,1.9,1.95,3.25,1.85,2.0
7950617,34433,Ecuador LigaPro Serie B,1721332800,2024-07-18,17:00,Leones Del Norte,Club 9 de Octubre,2.25,3.0,3.0,2.05,3.1,3.4,-0.25,1.8,2.0,-0.25,1.8,2.0,2.0,1.85,1.95,2.0,1.85,1.95
8492482,251,Venezuela Primera Division,1721336400,2024-07-18,18:00,UCV,Angostura FC,2.6,2.8,2.7,1.666,3.25,4.75,-0.25,2.05,1.75,-0.75,1.975,1.825,2.0,1.9,1.9,2.25,1.95,1.85
7670134,26549,Argentina Liga Profesional,1721339100,2024-07-18,18:45,Argentinos Jrs,CA Tigre,1.571,3.75,6.0,1.615,3.8,5.75,-1.0,2.05,1.8,-0.75,1.8,2.05,2.25,1.975,1.875,2.25,1.975,1.875
7802960,15849,Canada Premier League,1721340000,2024-07-18,19:00,HFX Wanderers,Valour FC,1.8,3.4,3.75,1.7,3.4,4.2,-0.5,1.825,1.975,-0.75,1.975,1.825,2.5,1.85,1.95,2.5,1.9,1.9
7670928,26549,Argentina Liga Profesional,1721340000,2024-07-18,19:00,Independiente Rivadavia,Gimnasia LP,3.2,3.1,2.3,3.1,3.1,2.4,0.25,1.8,2.05,0.25,1.775,2.1,2.0,1.8,2.05,2.0,1.825,2.025
8333282,445,Copa Sudamericana,1721340000,2024-07-18,19:00,Palestino,Cuiaba,2.375,3.2,3.0,2.7,3.25,2.625,0.0,1.875,1.975,0.0,1.975,1.875,2.25,2.05,1.8,2.25,2.05,1.8
8411797,12736,Paraguay Cup,1721341800,2024-07-18,19:30,Cristobal Colon JAS,Rubio Nu,7.0,5.0,1.3,7.0,5.0,1.3,1.25,2.0,1.8,1.25,2.0,1.8,2.75,1.85,1.95,2.75,1.85,1.95
7942888,328,Brazil Serie B,1721343600,2024-07-18,20:00,Vila Nova,Santos,3.1,3.2,2.3,3.25,3.2,2.25,0.25,2.0,1.85,0.25,1.9,1.95,2.0,1.85,2.0,2.0,1.925,1.925
8485038,254,Colombia Primera A,1721343600,2024-07-18,20:00,Atletico Bucaramanga,Junior,2.4,2.875,3.2,2.7,2.875,2.9,-0.25,2.1,1.775,0.0,1.825,2.025,2.0,1.925,1.925,2.0,1.825,2.025
8492481,251,Venezuela Primera Division,1721346300,2024-07-18,20:45,Carabobo,Academia Puerto Cabello,2.5,2.6,3.0,2.2,2.75,3.4,-0.25,2.1,1.7,-0.25,1.95,1.85,2.0,1.9,1.9,2.0,1.9,1.9
7670127,26549,Argentina Liga Profesional,1721347200,2024-07-18,21:00,Instituto AC Cordoba,CA Independiente,2.5,2.875,3.2,2.55,2.9,3.1,-0.25,2.125,1.75,0.0,1.75,2.125,1.75,1.9,1.95,1.75,1.85,2.0
7931954,328,Brazil Serie B,1721347200,2024-07-18,21:00,Gremio Novorizontino,Chapecoense,1.727,3.4,5.25,1.8,3.3,5.0,-0.5,1.8,2.05,-0.5,1.8,2.05,2.0,1.8,2.05,2.0,1.825,2.025
8284080,445,Copa Sudamericana,1721349000,2024-07-18,21:30,Cerro Porteno,Athletico Paranaense,2.6,3.1,2.7,2.625,3.2,2.8,0.0,1.875,1.975,0.0,1.85,2.0,2.25,1.9,1.95,2.25,1.925,1.925
8333283,445,Copa Sudamericana,1721349000,2024-07-18,21:30,LDU Quito,Always Ready,1.25,5.5,13.0,1.222,5.75,15.0,-1.75,1.975,1.875,-1.75,1.9,1.95,2.75,2.0,1.85,2.75,1.875,1.975
8484023,254,Colombia Primera A,1721351400,2024-07-18,22:10,Independiente Medellin,Millonarios,1.909,3.2,4.1,2.3,3.0,3.4,-0.5,1.975,1.875,-0.25,2.0,1.85,2.5,1.975,1.875,2.5,2.025,1.825
